year,month,day,type,magnitude,umbral_magnitude,penumbral_magnitude,cat_num
2452,9,29,T-,1.5426,1.5426,2.6079,10747
2453,3,25,P,0.8982,0.8982,1.8615,10748
2453,9,18,P,0.7426,0.7426,1.8223,10749
2454,2,13,N,0.1725,-0.8241,0.1725,10750
2454,3,15,N,0.6089,-0.3617,0.6089,10751
2454,8,8,N,0.2364,-0.7757,0.2364,10752
2454,9,7,N,0.4955,-0.5495,0.4955,10753
2455,2,2,P,0.3023,0.3023,1.3567,10754
2455,7,29,P,0.7368,0.7368,1.6971,10755
2456,1,23,T+,1.5206,1.5206,2.6207,10756
2456,7,18,T+,1.6567,1.6567,2.5973,10757
2457,1,11,P,0.8527,0.8527,1.9503,10758
2457,7,7,P,0.2567,0.2567,1.2213,10759
2457,12,31,N,0.725,-0.3242,0.725,10760
2458,5,28,Nx,1.0025,-0.0456,1.0025,10761
2458,11,21,P,0.2043,0.2043,1.1749,10762
2459,5,17,T,1.2869,1.2869,2.3641,10763
2459,11,10,T+,1.4492,1.4492,2.4179,10764
2460,5,5,P,0.9949,0.9949,2.0519,10765
2460,10,30,P,0.9636,0.9636,1.9716,10766
2461,3,26,N,0.0788,-0.908,0.0788,10767
2461,4,25,N,0.7261,-0.2797,0.7261,10768
2461,10,19,N,0.5792,-0.4818,0.5792,10769
2462,3,16,P,0.415,0.415,1.3771,10770
2462,9,9,P,0.1551,0.1551,1.2278,10771
2463,3,5,T-,1.6462,1.6462,2.6287,10772
2463,8,29,T+,1.6063,1.6063,2.6342,10773
2464,2,23,P,0.7311,0.7311,1.7683,10774
2464,8,17,P,0.7201,0.7201,1.6921,10775
2465,2,11,N,0.4319,-0.6587,0.4319,10776
2465,7,9,N,0.6943,-0.2489,0.6943,10777
2465,8,7,N,0.3929,-0.5495,0.3929,10778
2466,1,1,Nx,1.054,-0.0328,1.054,10779
2466,6,28,T,1.0448,1.0448,2.0231,10780
2466,12,22,T,1.3398,1.3398,2.371,10781
2467,6,18,T,1.2374,1.2374,2.2713,10782
2467,12,11,T,1.0943,1.0943,2.0751,10783
2468,6,6,N,0.8499,-0.2213,0.8499,10784
2468,11,30,N,0.8593,-0.1092,0.8593,10785
2469,4,26,P,0.0077,0.0077,1.0533,10786
2469,10,21,P,0.1596,0.1596,1.1815,10787
2470,4,16,T+,1.467,1.467,2.4598,10788
2470,10,10,T-,1.4405,1.4405,2.5113,10789
2471,4,5,P,0.9619,0.9619,1.9215,10790
2471,9,29,P,0.8561,0.8561,1.9383,10791
2472,2,24,N,0.1425,-0.8547,0.1425,10792
2472,3,25,N,0.654,-0.3155,0.654,10793
2472,8,19,N,0.1141,-0.8961,0.1141,10794
2472,9,17,N,0.6166,-0.4282,0.6166,10795
2473,2,13,P,0.2776,0.2776,1.3335,10796
2473,8,8,P,0.6087,0.6087,1.5675,10797
2474,2,2,T+,1.4998,1.4998,2.6001,10798
2474,7,29,T+,1.791,1.791,2.7323,10799
2475,1,22,P,0.8708,0.8708,1.9665,10800
2475,7,19,P,0.3885,0.3885,1.3559,10801
2476,1,11,N,0.7397,-0.3068,0.7397,10802
2476,6,8,N,0.8607,-0.1884,0.8607,10803
2476,12,1,P,0.1789,0.1789,1.1503,10804
2477,5,28,T,1.1507,1.1507,2.2255,10805
2477,11,21,T+,1.4101,1.4101,2.3825,10806
2478,5,17,T,1.12,1.12,2.1715,10807
2478,11,10,T,1.0074,1.0074,2.0213,10808
2479,4,7,Ne,0.0223,-0.9591,0.0223,10809
2479,5,6,N,0.8265,-0.1732,0.8265,10810
2479,10,31,N,0.6433,-0.4235,0.6433,10811
2480,3,26,P,0.3659,0.3659,1.3251,10812
2480,9,19,P,0.0366,0.0366,1.1107,10813
2481,3,16,T-,1.6072,1.6072,2.5893,10814
2481,9,8,T+,1.4839,1.4839,2.5108,10815
2482,3,5,P,0.7585,0.7585,1.7964,10816
2482,8,29,P,0.8468,0.8468,1.8179,10817
2483,2,22,N,0.4557,-0.6346,0.4557,10818
2483,7,20,N,0.5595,-0.3848,0.5595,10819
2483,8,18,N,0.5181,-0.4253,0.5181,10820
2484,1,13,Nx,1.043,-0.0418,1.043,10821
2484,7,9,P,0.9021,0.9021,1.8831,10822
2485,1,1,T,1.3298,1.3298,2.3588,10823
2485,6,28,T-,1.3816,1.3816,2.4177,10824
2485,12,21,T,1.111,1.111,2.0914,10825
2486,6,17,N,0.9982,-0.0722,0.9982,10826
2486,12,11,N,0.8809,-0.09,0.8809,10827
2487,5,7,N,0.9483,-0.0913,0.9483,10828
2487,11,1,P,0.09,0.09,1.118,10829
2488,4,26,T+,1.3812,1.3812,2.3681,10830
2488,10,20,T-,1.3535,1.3535,2.4297,10831
2489,4,16,T,1.0385,1.0385,1.9945,10832
2489,10,9,P,0.9575,0.9575,2.0422,10833
2490,3,7,N,0.1035,-0.894,0.1035,10834
2490,4,5,N,0.71,-0.2584,0.71,10835
2490,9,28,N,0.7276,-0.317,0.7276,10836
2491,2,24,P,0.2463,0.2463,1.303,10837
2491,8,19,P,0.4837,0.4837,1.4419,10838
2492,2,13,T+,1.4757,1.4757,2.5754,10839
2492,8,8,T-,1.8505,1.8505,2.7933,10840
2493,2,1,P,0.8915,0.8915,1.9845,10841
2493,7,29,P,0.5184,0.5184,1.4891,10842
2494,1,21,N,0.7525,-0.2908,0.7525,10843
2494,6,19,N,0.7127,-0.3375,0.7127,10844
2494,7,18,Nb,0.007,-1.0171,0.007,10845
2494,12,12,P,0.161,0.161,1.133,10846
2495,6,8,T,1.006,1.006,2.0787,10847
2495,12,2,T+,1.3799,1.3799,2.3557,10848
2496,5,27,T,1.253,1.253,2.2994,10849
2496,11,21,T,1.0411,1.0411,2.0605,10850
2497,5,16,N,0.935,-0.059,0.935,10851
2497,11,10,N,0.6981,-0.3742,0.6981,10852
2498,4,7,P,0.3058,0.3058,1.2623,10853
2498,9,30,Nx,1.0062,-0.0694,1.0062,10854
2499,3,27,T-,1.5542,1.5542,2.5359,10855
2499,9,19,T+,1.3737,1.3737,2.4,10856
2500,3,17,P,0.7996,0.7996,1.8378,10857
2500,9,9,P,0.9628,0.9628,1.9335,10858
2501,3,6,N,0.4909,-0.5985,0.4909,10859
2501,7,31,N,0.4276,-0.5184,0.4276,10860
2501,8,30,N,0.6361,-0.3089,0.6361,10861
2502,1,24,Nx,1.0327,-0.0494,1.0327,10862
2502,7,21,P,0.7554,0.7554,1.7398,10863
2503,1,13,T,1.325,1.325,2.3514,10864
2503,7,10,T-,1.5317,1.5317,2.5705,10865
2504,1,3,T,1.1225,1.1225,2.1021,10866
2504,6,28,P,0.0831,0.0831,1.153,10867
2504,12,22,N,0.8943,-0.0787,0.8943,10868
2505,5,19,N,0.836,-0.1978,0.836,10869
2505,11,12,P,0.0301,0.0301,1.0642,10870
2506,5,8,T,1.2877,1.2877,2.2691,10871
2506,11,2,T,1.2773,1.2773,2.3586,10872
2507,4,28,T,1.1261,1.1261,2.0786,10873
2507,10,22,T,1.0454,1.0454,2.1325,10874
2508,3,18,N,0.0544,-0.9433,0.0544,10875
2508,4,17,N,0.7768,-0.1907,0.7768,10876
2508,10,10,N,0.8248,-0.2198,0.8248,10877
2509,3,8,P,0.2042,0.2042,1.2614,10878
2509,8,31,P,0.3684,0.3684,1.3263,10879
2510,2,25,T+,1.4426,1.4426,2.5411,10880
2510,8,21,T-,1.7219,1.7219,2.6666,10881
2511,2,14,P,0.9181,0.9181,2.0077,10882
2511,8,10,P,0.6468,0.6468,1.6215,10883
2512,2,3,N,0.7695,-0.2698,0.7695,10884
2512,6,30,N,0.5588,-0.4931,0.5588,10885
2512,7,30,N,0.1429,-0.885,0.1429,10886
2512,12,24,P,0.149,0.149,1.1213,10887
2513,6,19,P,0.8543,0.8543,1.9251,10888
2513,12,13,T,1.3576,1.3576,2.3367,10889
2514,6,8,T+,1.3951,1.3951,2.4366,10890
2514,12,3,T,1.0644,1.0644,2.0891,10891
2515,5,29,P,0.0671,0.0671,1.0557,10892
2515,11,22,N,0.7402,-0.3374,0.7402,10893
2516,4,18,P,0.2341,0.2341,1.1879,10894
2516,10,11,N,0.9148,-0.1624,0.9148,10895
2517,4,8,T-,1.4914,1.4914,2.4726,10896
2517,10,1,T,1.2749,1.2749,2.3007,10897
2518,3,28,P,0.8498,0.8498,1.8883,10898
2518,9,20,T,1.0707,1.0707,2.0413,10899
2519,3,17,N,0.5344,-0.5537,0.5344,10900
2519,8,12,N,0.2995,-0.6489,0.2995,10901
2519,9,10,N,0.7462,-0.2007,0.7462,10902
2520,2,4,Nx,1.0184,-0.0603,1.0184,10903
2520,7,31,P,0.612,0.612,1.6002,10904
2521,1,24,T,1.3195,1.3195,2.3426,10905
2521,7,20,T-,1.6814,1.6814,2.7232,10906
2522,1,13,T,1.1333,1.1333,2.1118,10907
2522,7,10,P,0.2409,0.2409,1.3106,10908
2523,1,3,N,0.9041,-0.0706,0.9041,10909
2523,5,30,N,0.7131,-0.3152,0.7131,10910
2523,11,24,Nx,1.0229,-0.0168,1.0229,10911
2524,5,19,T,1.1826,1.1826,2.1589,10912
2524,11,12,T,1.2152,1.2152,2.3013,10913
2525,5,8,T,1.2244,1.2244,2.1739,10914
2525,11,1,T,1.1183,1.1183,2.2076,10915
2526,4,28,N,0.856,-0.1107,0.856,10916
2526,10,21,N,0.9099,-0.1348,0.9099,10917
2527,3,19,P,0.1524,0.1524,1.2096,10918
2527,9,11,P,0.2599,0.2599,1.2181,10919
2528,3,7,T+,1.4003,1.4003,2.497,10920
2528,8,31,T-,1.5999,1.5999,2.5471,10921
2529,2,24,P,0.9508,0.9508,2.0365,10922
2529,8,20,P,0.7718,0.7718,1.7509,10923
2530,2,13,N,0.7891,-0.2459,0.7891,10924
2530,7,11,N,0.4032,-0.6507,0.4032,10925
2530,8,10,N,0.2785,-0.7537,0.2785,10926
2531,1,4,P,0.1407,0.1407,1.113,10927
2531,6,30,P,0.6981,0.6981,1.7673,10928
2531,12,25,T,1.3412,1.3412,2.3231,10929
2532,6,18,T+,1.5405,1.5405,2.5775,10930
2532,12,13,T,1.0822,1.0822,2.1117,10931
2533,6,8,P,0.1975,0.1975,1.1811,10932
2533,12,3,N,0.7739,-0.3083,0.7739,10933
2534,4,29,P,0.1502,0.1502,1.1015,10934
2534,10,23,N,0.837,-0.2416,0.837,10935
2535,4,19,T-,1.4141,1.4141,2.395,10936
2535,10,12,T,1.1908,1.1908,2.2164,10937
2536,4,7,P,0.9165,0.9165,1.955,10938
2536,9,30,T,1.1647,1.1647,2.1357,10939
2537,3,27,N,0.5915,-0.4949,0.5915,10940
2537,8,22,N,0.1758,-0.7756,0.1758,10941
2537,9,20,N,0.8485,-0.1009,0.8485,10942
2538,2,15,Nx,1.0003,-0.0744,1.0003,10943
2538,8,11,P,0.4693,0.4693,1.462,10944
2539,2,4,T,1.3124,1.3124,2.3317,10945
2539,8,1,T-,1.8333,1.8333,2.8786,10946
2540,1,25,T,1.1432,1.1432,2.12,10947
2540,7,20,P,0.4001,0.4001,1.4701,10948
2541,1,13,N,0.9111,-0.0649,0.9111,10949
2541,6,9,N,0.587,-0.4361,0.587,10950
2541,7,9,Nb,0.1243,-0.9219,0.1243,10951
2541,12,4,N,0.9907,-0.0543,0.9907,10952
2542,5,30,T,1.0695,1.0695,2.0408,10953
2542,11,23,T,1.1635,1.1635,2.2542,10954
2543,5,20,T,1.3317,1.3317,2.2786,10955
2543,11,12,T,1.1796,1.1796,2.2708,10956
2544,5,8,N,0.9464,-0.0198,0.9464,10957
2544,10,31,N,0.9813,-0.0633,0.9813,10958
2545,3,29,P,0.0878,0.0878,1.1448,10959
2545,9,21,P,0.1604,0.1604,1.1193,10960
2546,3,18,T+,1.3462,1.3462,2.4406,10961
2546,9,11,T-,1.485,1.485,2.4353,10962
2547,3,7,P,0.9958,0.9958,2.0768,10963
2547,9,1,P,0.8902,0.8902,1.8743,10964
2548,2,24,N,0.8168,-0.2131,0.8168,10965
2548,7,22,N,0.2475,-0.8088,0.2475,10966
2548,8,20,N,0.4103,-0.6267,0.4103,10967
2549,1,14,P,0.133,0.133,1.1048,10968
2549,7,11,P,0.5398,0.5398,1.6079,10969
2550,1,4,T,1.3299,1.3299,2.3141,10970
2550,6,30,T+,1.6929,1.6929,2.7258,10971
2550,12,25,T,1.0918,1.0918,2.1256,10972
2551,6,19,P,0.3361,0.3361,1.3153,10973
2551,12,14,N,0.7981,-0.2882,0.7981,10974
2552,5,10,P,0.0554,0.0554,1.0046,10975
2552,6,8,Nb,0.0407,-0.9049,0.0407,10976
2552,11,2,N,0.7731,-0.3067,0.7731,10977
2553,4,29,T,1.3276,1.3276,2.3083,10978
2553,10,22,T,1.1172,1.1172,2.1426,10979
2554,4,19,P,0.9929,0.9929,2.0315,10980
2554,10,12,T,1.2485,1.2485,2.2201,10981
2555,4,8,N,0.6615,-0.423,0.6615,10982
2555,9,2,Ne,0.0596,-0.8952,0.0596,10983
2555,10,1,N,0.9398,-0.0126,0.9398,10984
2556,2,26,N,0.9742,-0.0959,0.9742,10985
2556,8,22,P,0.3334,0.3334,1.3309,10986
2557,2,14,T,1.2986,1.2986,2.3135,10987
2557,8,11,T+,1.6879,1.6879,2.737,10988
2558,2,4,T,1.1564,1.1564,2.1311,10989
2558,7,31,P,0.559,0.559,1.6296,10990
2559,1,25,N,0.9176,-0.0592,0.9176,10991
2559,6,21,N,0.455,-0.5634,0.455,10992
2559,7,20,N,0.278,-0.7654,0.278,10993
2559,12,16,N,0.9666,-0.0832,0.9666,10994
2560,6,9,P,0.9482,0.9482,1.9153,10995
2560,12,4,T,1.125,1.125,2.2195,10996
2561,5,30,T-,1.4485,1.4485,2.3931,10997
2561,11,23,T,1.2289,1.2289,2.3216,10998
2562,5,20,P,0.0816,0.0816,1.0477,10999
2562,11,12,Nx,1.0401,-0.0045,1.0401,11000
2563,4,9,P,0.0097,0.0097,1.0664,11001
2563,10,3,P,0.0718,0.0718,1.0318,11002
2564,3,29,T,1.2813,1.2813,2.3731,11003
2564,9,21,T,1.3795,1.3795,2.3332,11004
2565,3,18,T,1.0492,1.0492,2.1252,11005
2565,9,11,T,1.0009,1.0009,1.9902,11006
2566,3,7,N,0.8507,-0.1738,0.8507,11007
2566,8,2,Ne,0.0927,-0.9665,0.0927,11008
2566,8,31,N,0.5387,-0.5034,0.5387,11009
2567,1,26,P,0.1254,0.1254,1.0963,11010
2567,7,22,P,0.3821,0.3821,1.4493,11011
2568,1,16,T,1.3185,1.3185,2.3047,11012
2568,7,10,T-,1.8432,1.8432,2.8724,11013
2569,1,4,T,1.0997,1.0997,2.1372,11014
2569,6,29,P,0.4767,0.4767,1.4519,11015
2569,12,24,N,0.8176,-0.2721,0.8176,11016
2570,5,21,N,0.8977,-0.0497,0.8977,11017
2570,6,19,N,0.1642,-0.7793,0.1642,11018
2570,11,13,N,0.7227,-0.3581,0.7227,11019
2571,5,11,T,1.2255,1.2255,2.2064,11020
2571,11,3,T,1.0591,1.0591,2.0843,11021
2572,4,29,T,1.0853,1.0853,2.124,11022
2572,10,22,T,1.319,1.319,2.2913,11023
2573,4,18,N,0.7457,-0.3367,0.7457,11024
2573,10,12,P,0.0649,0.0649,1.0204,11025
2574,3,8,N,0.94,-0.1249,0.94,11026
2574,9,2,P,0.2008,0.2008,1.2037,11027
2575,2,26,T,1.2805,1.2805,2.2906,11028
2575,8,22,T+,1.5408,1.5408,2.5943,11029
2576,2,15,T,1.1739,1.1739,2.1461,11030
2576,8,10,P,0.7139,0.7139,1.7854,11031
2577,2,4,N,0.9244,-0.0529,0.9244,11032
2577,7,1,N,0.3218,-0.6922,0.3218,11033
2577,7,30,N,0.4307,-0.6104,0.4307,11034
2577,12,26,N,0.9475,-0.1065,0.9475,11035
2578,6,20,P,0.8228,0.8228,1.7859,11036
2578,12,15,T,1.0933,1.0933,2.1911,11037
2579,6,10,T-,1.5728,1.5728,2.5156,11038
2579,12,4,T,1.2678,1.2678,2.3615,11039
2580,5,30,P,0.1908,0.1908,1.1573,11040
2580,11,22,P,0.0442,0.0442,1.0883,11041
2581,4,20,N,0.9755,-0.0809,0.9755,11042
2581,10,13,N,0.9559,-0.0054,0.9559,11043
2582,4,9,T,1.2017,1.2017,2.2904,11044
2582,10,3,T,1.2839,1.2839,2.2415,11045
2583,3,29,T,1.1167,1.1167,2.1873,11046
2583,9,22,T,1.1015,1.1015,2.0965,11047
2584,3,17,N,0.8975,-0.1213,0.8975,11048
2584,9,11,N,0.6587,-0.3888,0.6587,11049
2585,2,5,P,0.1143,0.1143,1.0839,11050
2585,8,1,P,0.2253,0.2253,1.292,11051
2586,1,26,T,1.3083,1.3083,2.296,11052
2586,7,21,T-,1.6935,1.6935,2.7194,11053
2587,1,15,T,1.1046,1.1046,2.1452,11054
2587,7,11,P,0.6208,0.6208,1.5926,11055
2588,1,5,N,0.8309,-0.2615,0.8309,11056
2588,5,31,N,0.7836,-0.1626,0.7836,11057
2588,6,29,N,0.2909,-0.6511,0.2909,11058
2588,11,24,N,0.6828,-0.3986,0.6828,11059
2589,5,21,T,1.1156,1.1156,2.0969,11060
2589,11,13,T,1.0118,1.0118,2.0367,11061
2590,5,10,T,1.1891,1.1891,2.2281,11062
2590,11,2,T-,1.3786,1.3786,2.3518,11063
2591,4,29,N,0.8432,-0.2371,0.8432,11064
2591,10,23,P,0.1306,0.1306,1.0893,11065
2592,3,19,N,0.8938,-0.1655,0.8938,11066
2592,9,12,P,0.0791,0.0791,1.0876,11067
2593,3,8,T,1.2528,1.2528,2.2579,11068
2593,9,2,T+,1.4006,1.4006,2.4587,11069
2594,2,26,T,1.1989,1.1989,2.1683,11070
2594,8,22,P,0.8632,0.8632,1.936,11071
2595,2,15,N,0.9376,-0.0397,0.9376,11072
2595,7,12,N,0.1868,-0.8234,0.1868,11073
2595,8,11,N,0.5803,-0.4589,0.5803,11074
2596,1,6,N,0.9325,-0.1251,0.9325,11075
2596,7,1,P,0.693,0.693,1.6529,11076
2596,12,25,T,1.0688,1.0688,2.1691,11077
2597,6,20,T-,1.7025,1.7025,2.6442,11078
2597,12,14,T,1.2965,1.2965,2.3907,11079
2598,6,10,P,0.3105,0.3105,1.2778,11080
2598,12,3,P,0.0809,0.0809,1.1243,11081
2599,5,1,N,0.8717,-0.1843,0.8717,11082
2599,10,24,N,0.8917,-0.0711,0.8917,11083
2600,4,20,T,1.1101,1.1101,2.1957,11084
2600,10,14,T,1.1998,1.1998,2.1614,11085
2601,4,9,T,1.1937,1.1937,2.2586,11086
2601,10,4,T,1.1943,1.1943,2.1952,11087
2602,3,29,N,0.952,-0.0609,0.952,11088
2602,9,23,N,0.7714,-0.2817,0.7714,11089
2603,2,18,P,0.0978,0.0978,1.0657,11090
2603,8,13,P,0.0746,0.0746,1.1412,11091
2604,2,7,T,1.2936,1.2936,2.2824,11092
2604,8,2,T-,1.5493,1.5493,2.5726,11093
2605,1,27,T,1.1129,1.1129,2.1561,11094
2605,7,22,P,0.7628,0.7628,1.7318,11095
2606,1,16,N,0.8436,-0.2508,0.8436,11096
2606,6,12,N,0.6597,-0.2858,0.6597,11097
2606,7,12,N,0.4229,-0.5181,0.4229,11098
2606,12,6,N,0.6542,-0.4274,0.6542,11099
2607,6,2,P,0.9923,0.9923,1.9746,11100
2607,11,25,P,0.9772,0.9772,2.0015,11101
2608,5,22,T,1.3069,1.3069,2.3465,11102
2608,11,14,T-,1.4256,1.4256,2.3997,11103
2609,5,11,N,0.9539,-0.1241,0.9539,11104
2609,11,4,P,0.1857,0.1857,1.1479,11105
2610,3,31,N,0.8384,-0.2149,0.8384,11106
2610,9,25,N,0.9796,-0.035,0.9796,11107
2611,3,20,T,1.2156,1.2156,2.2152,11108
2611,9,14,T,1.2685,1.2685,2.3315,11109
2612,3,9,T,1.2308,1.2308,2.1973,11110
2612,9,2,T,1.0052,1.0052,2.0795,11111
2613,2,27,N,0.9555,-0.0216,0.9555,11112
2613,7,24,Ne,0.0555,-0.9514,0.0555,11113
2613,8,22,N,0.7237,-0.314,0.7237,11114
2614,1,18,N,0.9188,-0.1418,0.9188,11115
2614,7,13,P,0.5612,0.5612,1.5184,11116
2615,1,7,T,1.049,1.049,2.1512,11117
2615,7,3,T-,1.8347,1.8347,2.7759,11118
2615,12,27,T+,1.3201,1.3201,2.4139,11119
2616,6,21,P,0.434,0.434,1.4027,11120
2616,12,15,P,0.109,0.109,1.1512,11121
2617,5,12,N,0.7562,-0.2996,0.7562,11122
2617,11,5,N,0.8379,-0.1265,0.8379,11123
2618,5,1,T,1.0049,1.0049,2.0873,11124
2618,10,25,T,1.1276,1.1276,2.0934,11125
2619,4,20,T,1.287,1.287,2.3461,11126
2619,10,15,T,1.2731,1.2731,2.2802,11127
2620,4,9,P,0.013,0.013,1.0199,11128
2620,10,3,N,0.8736,-0.1853,0.8736,11129
2621,2,28,P,0.0741,0.0741,1.0401,11130
2621,8,24,N,0.9968,-0.0701,0.9968,11131
2622,2,18,T,1.2758,1.2758,2.2652,11132
2622,8,13,T-,1.4063,1.4063,2.4273,11133
2623,2,7,T,1.1224,1.1224,2.1676,11134
2623,8,2,P,0.904,0.904,1.8709,11135
2624,1,27,N,0.8567,-0.2389,0.8567,11136
2624,6,23,N,0.5322,-0.4131,0.5322,11137
2624,7,22,N,0.5542,-0.3865,0.5542,11138
2624,12,16,N,0.6336,-0.4476,0.6336,11139
2625,6,12,P,0.8628,0.8628,1.8464,11140
2625,12,6,P,0.9509,0.9509,1.9745,11141
2626,6,2,T+,1.4338,1.4338,2.4741,11142
2626,11,25,T-,1.4626,1.4626,2.4374,11143
2627,5,22,P,0.0011,0.0011,1.0771,11144
2627,11,15,P,0.2287,0.2287,1.1943,11145
2628,4,10,N,0.7709,-0.2764,0.7709,11146
2628,10,5,N,0.8828,-0.1379,0.8828,11147
2629,3,31,T,1.1668,1.1668,2.1609,11148
2629,9,24,T,1.1472,1.1472,2.2151,11149
2630,3,20,T,1.2746,1.2746,2.2378,11150
2630,9,13,T,1.1381,1.1381,2.2141,11151
2631,3,10,P,0.0065,0.0065,0.983,11152
2631,9,2,N,0.8591,-0.1775,0.8591,11153
2632,1,29,N,0.9028,-0.16,0.9028,11154
2632,7,23,P,0.4302,0.4302,1.3854,11155
2633,1,17,T,1.0334,1.0334,2.1367,11156
2633,7,13,T+,1.8033,1.8033,2.7446,11157
2634,1,6,T+,1.3374,1.3374,2.4303,11158
2634,7,3,P,0.564,0.564,1.5348,11159
2634,12,26,P,0.1298,0.1298,1.1703,11160
2635,5,24,N,0.6284,-0.4273,0.6284,11161
2635,6,22,Nb,0.0567,-0.9688,0.0567,11162
2635,11,16,N,0.796,-0.17,0.796,11163
2635,12,16,N,0.0105,-0.976,0.0105,11164
2636,5,12,P,0.8894,0.8894,1.9687,11165
2636,11,5,T,1.0651,1.0651,2.0352,11166
2637,5,1,T-,1.3888,1.3888,2.4421,11167
2637,10,25,T,1.3424,1.3424,2.3556,11168
2638,4,20,P,0.0978,0.0978,1.0986,11169
2638,10,15,N,0.9659,-0.0987,0.9659,11170
2639,3,11,P,0.0417,0.0417,1.0054,11171
2639,9,4,N,0.8625,-0.2049,0.8625,11172
2640,2,29,T,1.2478,1.2478,2.2376,11173
2640,8,23,T,1.2726,1.2726,2.2918,11174
2641,2,17,T,1.1401,1.1401,2.1866,11175
2641,8,13,T,1.0412,1.0412,2.0065,11176
2642,2,7,N,0.8738,-0.2223,0.8738,11177
2642,7,4,N,0.3991,-0.5466,0.3991,11178
2642,8,2,N,0.6864,-0.2548,0.6864,11179
2642,12,28,N,0.6196,-0.4605,0.6196,11180
2643,6,24,P,0.7237,0.7237,1.7093,11181
2643,12,17,P,0.9347,0.9347,1.957,11182
2644,6,12,T+,1.5705,1.5705,2.6121,11183
2644,12,6,T-,1.4906,1.4906,2.4659,11184
2645,6,1,P,0.1369,0.1369,1.2111,11185
2645,11,25,P,0.2617,0.2617,1.2306,11186
2646,4,22,N,0.6915,-0.3496,0.6915,11187
2646,10,16,N,0.7967,-0.2304,0.7967,11188
2647,4,11,T,1.1071,1.1071,2.0956,11189
2647,10,5,T,1.037,1.037,2.11,11190
2648,3,31,T,1.3281,1.3281,2.2881,11191
2648,9,23,T,1.2595,1.2595,2.3373,11192
2649,3,20,P,0.0415,0.0415,1.0174,11193
2649,9,13,N,0.9867,-0.0491,0.9867,11194
2650,2,8,N,0.8843,-0.1803,0.8843,11195
2650,8,4,P,0.3017,0.3017,1.2555,11196
2651,1,28,T,1.0151,1.0151,2.1186,11197
2651,7,24,T+,1.6679,1.6679,2.6099,11198
2652,1,17,T+,1.3539,1.3539,2.4451,11199
2652,7,13,P,0.6951,0.6951,1.6683,11200
2653,1,5,P,0.1484,0.1484,1.1867,11201
2653,6,3,N,0.4919,-0.5641,0.4919,11202
2653,7,3,N,0.1895,-0.8384,0.1895,11203
2653,11,27,N,0.7633,-0.2042,0.7633,11204
2653,12,26,N,0.0304,-0.9555,0.0304,11205
2654,5,23,P,0.7597,0.7597,1.8359,11206
2654,11,16,T,1.0153,1.0153,1.9896,11207
2655,5,12,T-,1.5046,1.5046,2.5521,11208
2655,11,6,T+,1.3983,1.3983,2.4175,11209
2656,4,30,P,0.1952,0.1952,1.1901,11210
2656,10,25,Nx,1.0448,-0.0254,1.0448,11211
2657,3,22,N,0.9612,-0.0001,0.9612,11212
2657,9,14,N,0.7364,-0.3318,0.7364,11213
2658,3,11,T,1.2136,1.2136,2.2034,11214
2658,9,4,T,1.1447,1.1447,2.1626,11215
2659,3,1,T,1.1648,1.1648,2.2123,11216
2659,8,24,T,1.1727,1.1727,2.137,11217
2660,2,18,N,0.8952,-0.2007,0.8952,11218
2660,7,14,N,0.2661,-0.6807,0.2661,11219
2660,8,13,N,0.8149,-0.1272,0.8149,11220
2661,1,7,N,0.6087,-0.4697,0.6087,11221
2661,7,4,P,0.5818,0.5818,1.5698,11222
2661,12,27,P,0.9238,0.9238,1.9444,11223
2662,6,23,T+,1.7152,1.7152,2.7583,11224
2662,12,17,T-,1.5111,1.5111,2.4867,11225
2663,6,12,P,0.2816,0.2816,1.3542,11226
2663,12,7,P,0.2865,0.2865,1.2584,11227
2664,5,2,N,0.6009,-0.434,0.6009,11228
2664,6,1,Nb,0.0287,-1.0247,0.0287,11229
2664,10,27,N,0.7231,-0.3102,0.7231,11230
2665,4,21,T,1.0355,1.0355,2.0184,11231
2665,10,16,P,0.9385,0.9385,2.0165,11232
2666,4,11,T+,1.3938,1.3938,2.3506,11233
2666,10,5,T-,1.3675,1.3675,2.4473,11234
2667,4,1,P,0.0903,0.0903,1.0655,11235
2667,9,24,P,0.0664,0.0664,1.1018,11236
2668,2,20,N,0.8593,-0.2063,0.8593,11237
2668,8,14,P,0.1766,0.1766,1.1295,11238
2669,2,8,P,0.9951,0.9951,2.0982,11239
2669,8,4,T+,1.5324,1.5324,2.4758,11240
2670,1,28,T+,1.3696,1.3696,2.4583,11241
2670,7,24,P,0.8306,0.8306,1.807,11242
2671,1,17,P,0.163,0.163,1.1985,11243
2671,6,14,N,0.3478,-0.7088,0.3478,11244
2671,7,14,N,0.3272,-0.7036,0.3272,11245
2671,12,8,N,0.7392,-0.2295,0.7392,11246
2672,1,6,N,0.0455,-0.9392,0.0455,11247
2672,6,2,P,0.6238,0.6238,1.6971,11248
2672,11,27,P,0.9755,0.9755,1.9539,11249
2673,5,22,T-,1.6281,1.6281,2.67,11250
2673,11,16,T+,1.4452,1.4452,2.4702,11251
2674,5,12,P,0.3014,0.3014,1.2906,11252
2674,11,5,P,0.0373,0.0373,1.113,11253
2675,4,2,N,0.9044,-0.0546,0.9044,11254
2675,5,1,Nb,0.05,-0.9046,0.05,11255
2675,9,26,N,0.6242,-0.4449,0.6242,11256
2676,3,22,T,1.167,1.167,2.1567,11257
