year,month,day,type,magnitude,umbral_magnitude,penumbral_magnitude,cat_num
-1796,7,31,N,0.1672,-0.9007,0.1672,507
-1796,12,26,P,0.7484,0.7484,1.7172,508
-1795,6,21,P,0.674,0.674,1.7308,509
-1795,12,16,T+,1.7464,1.7464,2.7493,510
-1794,6,10,T-,1.558,1.558,2.563,511
-1794,12,5,P,0.3831,0.3831,1.4449,512
-1793,5,30,P,0.2195,0.2195,1.1746,513
-1793,10,25,N,0.0513,-1.0544,0.0513,514
-1793,11,24,N,0.1506,-0.9537,0.1506,515
-1792,4,20,P,0.2769,0.2769,1.2271,516
-1792,10,13,P,0.2638,0.2638,1.3333,517
-1791,4,9,T+,1.6078,1.6078,2.6041,518
-1791,10,3,T-,1.6445,1.6445,2.6543,519
-1790,3,30,P,0.6338,0.6338,1.6855,520
-1790,9,22,P,0.8246,0.8246,1.7934,521
-1789,2,17,N,0.1659,-0.912,0.1659,522
-1789,3,19,N,0.3002,-0.7767,0.3002,523
-1789,8,13,N,0.2995,-0.6828,0.2995,524
-1789,9,12,N,0.5526,-0.4185,0.5526,525
-1788,2,6,P,0.5227,0.5227,1.5572,526
-1788,8,2,P,0.535,0.535,1.5687,527
-1787,1,26,T-,1.8099,1.8099,2.7937,528
-1787,7,22,T+,1.7731,1.7731,2.8467,529
-1786,1,15,P,0.5663,0.5663,1.5295,530
-1786,7,11,P,0.4119,0.4119,1.4804,531
-1786,12,7,N,0.4185,-0.6014,0.4185,532
-1785,1,5,N,0.265,-0.7229,0.265,533
-1785,6,1,N,0.6809,-0.3073,0.6809,534
-1785,6,30,N,0.1602,-0.8605,0.1602,535
-1785,11,26,P,0.54,0.54,1.6183,536
-1784,5,20,T,1.164,1.164,2.1101,537
-1784,11,14,T+,1.7571,1.7571,2.8649,538
-1783,5,10,T,1.246,1.246,2.1895,539
-1783,11,3,P,0.6309,0.6309,1.7149,540
-1782,3,31,Ne,0.0908,-0.9234,0.0908,541
-1782,4,30,N,0.7731,-0.2088,0.7731,542
-1782,9,24,N,0.1564,-0.8365,0.1564,543
-1782,10,23,N,0.5075,-0.5192,0.5075,544
-1781,3,21,P,0.3377,0.3377,1.4029,545
-1781,9,13,P,0.472,0.472,1.435,546
-1780,3,9,T-,1.6871,1.6871,2.7637,547
-1780,9,2,T+,1.7159,1.7159,2.6943,548
-1779,2,26,P,0.6182,0.6182,1.6591,549
-1779,8,22,P,0.633,0.633,1.66,550
-1778,1,17,N,0.4466,-0.5286,0.4466,551
-1778,2,15,N,0.382,-0.6066,0.382,552
-1778,7,13,N,0.2183,-0.8575,0.2183,553
-1778,8,12,N,0.2602,-0.8133,0.2602,554
-1777,1,6,P,0.7264,0.7264,1.6936,555
-1777,7,2,P,0.5349,0.5349,1.5914,556
-1777,12,27,T+,1.7571,1.7571,2.7608,557
-1776,6,20,T-,1.6997,1.6997,2.7026,558
-1776,12,15,P,0.386,0.386,1.4493,559
-1775,6,10,P,0.3584,0.3584,1.3122,560
-1775,11,5,N,0.0436,-1.0625,0.0436,561
-1775,12,4,N,0.1569,-0.9473,0.1569,562
-1774,5,1,P,0.1395,0.1395,1.0906,563
-1774,5,30,Nb,0.013,-0.9275,0.013,564
-1774,10,25,P,0.2584,0.2584,1.3267,565
-1773,4,21,T+,1.47,1.47,2.4683,566
-1773,10,14,T-,1.6302,1.6302,2.6391,567
-1772,4,9,P,0.7705,0.7705,1.8227,568
-1772,10,3,P,0.8489,0.8489,1.8191,569
-1771,2,27,Ne,0.0708,-1.0017,0.0708,570
-1771,3,29,N,0.4333,-0.6406,0.4333,571
-1771,8,24,N,0.2292,-0.7591,0.2292,572
-1771,9,22,N,0.5842,-0.3913,0.5842,573
-1770,2,17,P,0.4551,0.4551,1.4828,574
-1770,8,13,P,0.4398,0.4398,1.4803,575
-1769,2,6,T+,1.868,1.868,2.8463,576
-1769,8,2,T-,1.7555,1.7555,2.8339,577
-1768,1,27,P,0.609,0.609,1.5693,578
-1768,7,21,P,0.5384,0.5384,1.6081,579
-1768,12,17,N,0.4078,-0.6136,0.4078,580
-1767,1,15,N,0.2865,-0.7011,0.2865,581
-1767,6,11,N,0.5512,-0.4346,0.5512,582
-1767,7,11,N,0.2898,-0.7299,0.2898,583
-1767,12,6,P,0.5331,0.5331,1.613,584
-1766,6,1,T,1.0292,1.0292,1.9742,585
-1766,11,25,T+,1.7533,1.7533,2.8609,586
-1765,5,21,T,1.3816,1.3816,2.3263,587
-1765,11,14,P,0.6358,0.6358,1.7178,588
-1764,5,10,N,0.9053,-0.0794,0.9053,589
-1764,10,4,N,0.1439,-0.8488,0.1439,590
-1764,11,2,N,0.5136,-0.511,0.5136,591
-1763,3,31,P,0.203,0.203,1.2675,592
-1763,9,24,P,0.4401,0.4401,1.4055,593
-1762,3,20,T-,1.5666,1.5666,2.6391,594
-1762,9,13,T+,1.6691,1.6691,2.6527,595
-1761,3,9,P,0.7246,0.7246,1.7591,596
-1761,9,3,P,0.6862,0.6862,1.7199,597
-1760,1,28,N,0.4056,-0.5649,0.4056,598
-1760,2,26,N,0.4634,-0.5192,0.4634,599
-1760,7,23,N,0.098,-0.9814,0.098,600
-1760,8,22,N,0.3405,-0.7385,0.3405,601
-1759,1,17,P,0.6933,0.6933,1.6587,602
-1759,7,12,P,0.4073,0.4073,1.4639,603
-1758,1,6,T+,1.7796,1.7796,2.7837,604
-1758,7,1,T-,1.8309,1.8309,2.8322,605
-1758,12,27,P,0.3967,0.3967,1.4608,606
-1757,6,21,P,0.4921,0.4921,1.4453,607
-1757,11,16,N,0.0401,-1.0656,0.0401,608
-1757,12,16,N,0.1663,-0.9372,0.1663,609
-1756,5,11,N,0.9504,-0.0023,0.9504,610
-1756,6,10,N,0.1411,-0.801,0.1411,611
-1756,11,4,P,0.2602,0.2602,1.3266,612
-1755,5,1,T,1.3224,1.3224,2.3232,613
-1755,10,24,T-,1.6254,1.6254,2.633,614
-1754,4,20,P,0.9161,0.9161,1.9693,615
-1754,10,14,P,0.8642,0.8642,1.8356,616
-1753,4,9,N,0.5736,-0.4975,0.5736,617
-1753,9,4,N,0.1706,-0.8237,0.1706,618
-1753,10,4,N,0.6056,-0.3741,0.6056,619
-1752,2,28,P,0.3774,0.3774,1.3984,620
-1752,8,24,P,0.3558,0.3558,1.4029,621
-1751,2,16,T+,1.8025,1.8025,2.7753,622
-1751,8,13,T-,1.654,1.654,2.7371,623
-1750,2,6,P,0.6656,0.6656,1.6232,624
-1750,8,2,P,0.6503,0.6503,1.7213,625
-1750,12,28,N,0.387,-0.6355,0.387,626
-1749,1,27,N,0.3206,-0.6666,0.3206,627
-1749,6,22,N,0.4297,-0.5543,0.4297,628
-1749,7,22,N,0.4086,-0.6103,0.4086,629
-1749,12,17,P,0.5192,0.5192,1.6,630
-1748,6,11,P,0.8971,0.8971,1.8419,631
-1748,12,5,T+,1.7459,1.7459,2.8524,632
-1747,6,1,T+,1.5178,1.5178,2.4646,633
-1747,11,24,P,0.6409,0.6409,1.72,634
-1746,5,21,P,0.0527,0.0527,1.0409,635
-1746,10,15,N,0.1401,-0.8522,0.1401,636
-1746,11,14,N,0.5169,-0.5051,0.5169,637
-1745,4,11,P,0.0586,0.0586,1.1227,638
-1745,10,5,P,0.4193,0.4193,1.3869,639
-1744,3,30,T-,1.4337,1.4337,2.502,640
-1744,9,24,T+,1.6346,1.6346,2.6233,641
-1743,3,19,P,0.8435,0.8435,1.8716,642
-1743,9,13,P,0.7264,0.7264,1.7667,643
-1742,2,7,N,0.3525,-0.6133,0.3525,644
-1742,3,9,N,0.5567,-0.4201,0.5567,645
-1742,9,2,N,0.4073,-0.6771,0.4073,646
-1741,1,28,P,0.6508,0.6508,1.6142,647
-1741,7,23,P,0.2907,0.2907,1.3475,648
-1740,1,18,T+,1.8106,1.8106,2.8149,649
-1740,7,12,T+,1.7634,1.7634,2.7636,650
-1739,1,6,P,0.4185,0.4185,1.4828,651
-1739,7,1,P,0.6181,0.6181,1.5712,652
-1739,11,26,N,0.035,-1.0693,0.035,653
-1739,12,26,N,0.1848,-0.9172,0.1848,654
-1738,5,23,N,0.811,-0.144,0.811,655
-1738,6,21,N,0.2635,-0.681,0.2635,656
-1738,11,15,P,0.2627,0.2627,1.3265,657
-1737,5,12,T,1.1734,1.1734,2.1773,658
-1737,11,5,T-,1.6254,1.6254,2.6312,659
-1736,5,1,T,1.0701,1.0701,2.1245,660
-1736,10,24,P,0.872,0.872,1.8441,661
-1735,4,20,N,0.7253,-0.3433,0.7253,662
-1735,9,14,N,0.125,-0.8752,0.125,663
-1735,10,14,N,0.6167,-0.3667,0.6167,664
-1734,3,10,P,0.2845,0.2845,1.2989,665
-1734,9,4,P,0.2873,0.2873,1.341,666
-1733,2,28,T+,1.7232,1.7232,2.6907,667
-1733,8,24,T-,1.5652,1.5652,2.6529,668
-1732,2,17,P,0.7336,0.7336,1.6885,669
-1732,8,12,P,0.7502,0.7502,1.8227,670
-1731,1,8,N,0.3571,-0.666,0.3571,671
-1731,2,6,N,0.367,-0.6198,0.367,672
-1731,7,3,N,0.3149,-0.6678,0.3149,673
-1731,8,1,N,0.5161,-0.5023,0.5161,674
-1731,12,28,P,0.4985,0.4985,1.5795,675
-1730,6,22,P,0.7706,0.7706,1.7156,676
-1730,12,17,T+,1.7338,1.7338,2.8384,677
-1729,6,12,T+,1.6496,1.6496,2.5991,678
-1729,12,6,P,0.6475,0.6475,1.7231,679
-1728,6,1,P,0.1859,0.1859,1.1781,680
-1728,10,26,N,0.1421,-0.8493,0.1421,681
-1728,11,24,N,0.5188,-0.5,0.5188,682
-1727,4,21,N,0.9706,-0.0935,0.9706,683
-1727,10,15,P,0.4062,0.4062,1.3758,684
-1726,4,10,T,1.2929,1.2929,2.3573,685
-1726,10,5,T+,1.6107,1.6107,2.6043,686
-1725,3,31,P,0.9708,0.9708,1.9929,687
-1725,9,24,P,0.756,0.756,1.8025,688
-1724,2,19,N,0.2874,-0.6737,0.2874,689
-1724,3,19,N,0.6607,-0.3106,0.6607,690
-1724,9,12,N,0.4604,-0.629,0.4604,691
-1723,2,7,P,0.5927,0.5927,1.5542,692
-1723,8,3,P,0.1893,0.1893,1.2467,693
-1722,1,28,T-,1.8555,1.8555,2.8598,694
-1722,7,23,T+,1.6554,1.6554,2.655,695
-1721,1,17,P,0.4526,0.4526,1.5169,696
-1721,7,13,P,0.7343,0.7343,1.6879,697
-1721,12,8,N,0.0292,-1.0731,0.0292,698
-1720,1,6,N,0.2113,-0.8883,0.2113,699
-1720,6,2,N,0.6699,-0.288,0.6699,700
-1720,7,1,N,0.3825,-0.5649,0.3825,701
-1720,11,26,P,0.2689,0.2689,1.3293,702
-1719,5,23,T,1.0201,1.0201,2.0277,703
-1719,11,15,T-,1.6291,1.6291,2.6326,704
-1718,5,12,T,1.2276,1.2276,2.2837,705
-1718,11,5,P,0.8736,0.8736,1.8461,706
-1717,5,1,N,0.8813,-0.1851,0.8813,707
-1717,9,26,N,0.0882,-0.9176,0.0882,708
-1717,10,25,N,0.6215,-0.3654,0.6215,709
-1716,3,21,P,0.1839,0.1839,1.1919,710
-1716,9,14,P,0.2299,0.2299,1.29,711
-1715,3,10,T+,1.6313,1.6313,2.5937,712
-1715,9,3,T-,1.4915,1.4915,2.5835,713
-1714,2,28,P,0.8145,0.8145,1.767,714
-1714,8,23,P,0.8349,0.8349,1.9086,715
-1713,1,19,N,0.3139,-0.7095,0.3139,716
-1713,2,17,N,0.4266,-0.5599,0.4266,717
-1713,7,14,N,0.212,-0.7699,0.212,718
-1713,8,12,N,0.6095,-0.4087,0.6095,719
-1712,1,8,P,0.4664,0.4664,1.547,720
-1712,7,3,P,0.6501,0.6501,1.596,721
-1712,12,27,T+,1.7132,1.7132,2.8151,722
-1711,6,22,T+,1.7771,1.7771,2.7299,723
-1711,12,16,P,0.6618,0.6618,1.7329,724
-1710,6,12,P,0.3166,0.3166,1.3135,725
-1710,11,6,N,0.1488,-0.8413,0.1488,726
-1710,12,5,N,0.5225,-0.4925,0.5225,727
-1709,5,3,N,0.8129,-0.2516,0.8129,728
-1709,10,27,P,0.4007,0.4007,1.3719,729
-1708,4,21,T,1.1439,1.1439,2.2048,730
-1708,10,15,T+,1.5973,1.5973,2.5954,731
-1707,4,10,T,1.1083,1.1083,2.1245,732
-1707,10,5,P,0.773,0.773,1.8252,733
-1706,3,1,N,0.2112,-0.7454,0.2112,734
-1706,3,30,N,0.7737,-0.1926,0.7737,735
-1706,9,24,N,0.5021,-0.592,0.5021,736
-1705,2,19,P,0.5241,0.5241,1.4839,737
-1705,8,14,P,0.1019,0.1019,1.1599,738
-1704,2,8,T-,1.7983,1.7983,2.8026,739
-1704,8,2,T+,1.5585,1.5585,2.5577,740
-1703,1,28,P,0.5002,0.5002,1.564,741
-1703,7,23,P,0.8394,0.8394,1.7941,742
-1703,12,18,N,0.0153,-1.084,0.0153,743
-1702,1,17,N,0.252,-0.8449,0.252,744
-1702,6,13,N,0.535,-0.4266,0.535,745
-1702,7,13,N,0.4912,-0.4597,0.4912,746
-1702,12,7,P,0.272,0.272,1.3284,747
-1701,6,3,P,0.8678,0.8678,1.8796,748
-1701,11,26,T-,1.6321,1.6321,2.6328,749
-1700,5,22,T-,1.3875,1.3875,2.4458,750
-1700,11,15,P,0.8738,0.8738,1.8462,751
-1699,5,11,Nx,1.0446,-0.0201,1.0446,752
-1699,10,6,N,0.0633,-0.9479,0.0633,753
-1699,11,5,N,0.6197,-0.3701,0.6197,754
-1698,4,1,P,0.0717,0.0717,1.0738,755
-1698,9,25,P,0.1855,0.1855,1.2515,756
-1697,3,21,T+,1.5283,1.5283,2.4861,757
-1697,9,15,T-,1.4319,1.4319,2.528,758
-1696,3,10,P,0.908,0.908,1.8583,759
-1696,9,3,P,0.9057,0.9057,1.9807,760
-1695,1,29,N,0.2593,-0.7642,0.2593,761
-1695,2,28,N,0.4988,-0.4874,0.4988,762
-1695,7,24,N,0.119,-0.8626,0.119,763
-1695,8,23,N,0.6899,-0.3282,0.6899,764
-1694,1,18,P,0.4225,0.4225,1.5023,765
-1694,7,14,P,0.5386,0.5386,1.4861,766
-1693,1,7,T+,1.6841,1.6841,2.7828,767
-1693,7,4,T-,1.8602,1.8602,2.8169,768
-1693,12,27,P,0.6821,0.6821,1.7483,769
-1692,6,22,P,0.4439,0.4439,1.446,770
-1692,11,16,N,0.1563,-0.8321,0.1563,771
-1692,12,16,N,0.5314,-0.4793,0.5314,772
-1691,5,13,N,0.6529,-0.4123,0.6529,773
-1691,11,6,P,0.3987,0.3987,1.3712,774
-1690,5,2,P,0.9928,0.9928,2.0505,775
-1690,10,27,T+,1.5894,1.5894,2.5914,776
-1689,4,21,T,1.2498,1.2498,2.2609,777
-1689,10,16,P,0.7819,0.7819,1.8393,778
-1688,3,11,N,0.1216,-0.8309,0.1216,779
-1688,4,10,N,0.8975,-0.0642,0.8975,780
-1688,10,4,N,0.5313,-0.5668,0.5313,781
-1687,3,1,P,0.4399,0.4399,1.3981,782
-1687,8,24,P,0.0308,0.0308,1.0893,783
-1686,2,19,T-,1.7245,1.7245,2.7287,784
-1686,8,14,T+,1.4766,1.4766,2.4757,785
-1685,2,8,P,0.5616,0.5616,1.6247,786
-1685,8,3,P,0.9344,0.9344,1.8905,787
-1684,1,28,N,0.303,-0.7906,0.303,788
-1684,6,24,N,0.4033,-0.5626,0.4033,789
-1684,7,23,N,0.5924,-0.3626,0.5924,790
-1684,12,17,P,0.2709,0.2709,1.3225,791
-1683,6,13,P,0.716,0.716,1.7327,792
-1683,12,7,T-,1.6339,1.6339,2.6312,793
-1682,6,2,T-,1.5464,1.5464,2.6072,794
-1682,11,26,P,0.8744,0.8744,1.8463,795
-1681,5,22,P,0.1435,0.1435,1.2066,796
-1681,10,17,N,0.0451,-0.971,0.0451,797
-1681,11,16,N,0.6153,-0.3769,0.6153,798
-1680,4,11,N,0.9489,-0.0475,0.9489,799
-1680,10,6,P,0.1515,0.1515,1.2229,800
-1679,4,1,T+,1.4156,1.4156,2.3692,801
-1679,9,25,T-,1.3856,1.3856,2.4852,802
-1678,3,21,T,1.0125,1.0125,1.9611,803
-1678,9,14,P,0.9611,0.9611,2.037,804
-1677,2,10,N,0.1904,-0.8333,0.1904,805
-1677,3,11,N,0.5839,-0.4024,0.5839,806
-1677,8,5,Ne,0.0378,-0.9438,0.0378,807
-1677,9,3,N,0.7571,-0.261,0.7571,808
-1676,1,30,P,0.3645,0.3645,1.4431,809
-1676,7,24,P,0.4366,0.4366,1.3861,810
-1675,1,18,T+,1.6402,1.6402,2.7349,811
-1675,7,14,T-,1.7436,1.7436,2.7048,812
-1674,1,7,P,0.714,0.714,1.7746,813
-1674,7,4,P,0.5645,0.5645,1.5722,814
-1674,11,28,N,0.1626,-0.8234,0.1626,815
-1674,12,27,N,0.5468,-0.459,0.5468,816
-1673,5,24,N,0.4924,-0.5738,0.4924,817
-1673,6,23,N,0.1076,-0.9486,0.1076,818
-1673,11,17,P,0.401,0.401,1.3742,819
-1672,5,12,P,0.8358,0.8358,1.8907,820
-1672,11,6,T+,1.5889,1.5889,2.5944,821
-1671,5,1,T+,1.3977,1.3977,2.404,822
-1671,10,26,P,0.7834,0.7834,1.8454,823
-1670,3,23,Ne,0.023,-0.9259,0.023,824
-1670,4,21,P,0.069,0.069,1.0268,825
-1670,10,15,N,0.5513,-0.5502,0.5513,826
-1669,3,12,P,0.3462,0.3462,1.3033,827
-1669,9,5,Nx,1.0309,-0.0281,1.0309,828
-1668,3,1,T-,1.6397,1.6397,2.6441,829
-1668,8,24,T+,1.4077,1.4077,2.4068,830
-1667,2,18,P,0.6387,0.6387,1.7011,831
-1667,8,14,T,1.0151,1.0151,1.9731,832
-1666,2,7,N,0.3689,-0.7212,0.3689,833
-1666,7,5,N,0.2806,-0.69,0.2806,834
-1666,8,3,N,0.6816,-0.2777,0.6816,835
-1666,12,29,P,0.2613,0.2613,1.3076,836
-1665,6,24,P,0.571,0.571,1.5929,837
-1665,12,18,T-,1.6299,1.6299,2.6233,838
-1664,6,13,T-,1.7042,1.7042,2.768,839
-1664,12,7,P,0.8772,0.8772,1.8481,840
-1663,6,2,P,0.307,0.307,1.3692,841
-1663,10,28,N,0.0343,-0.9862,0.0343,842
-1663,11,26,N,0.6102,-0.384,0.6102,843
-1662,4,22,N,0.8185,-0.1729,0.8185,844
-1662,5,22,Nb,0.0332,-0.9848,0.0332,845
-1662,10,17,P,0.1297,0.1297,1.2059,846
-1661,4,12,T,1.2942,1.2942,2.2442,847
-1661,10,6,T-,1.3514,1.3514,2.4541,848
-1660,4,1,T,1.1265,1.1265,2.0739,849
-1660,9,24,T,1.0033,1.0033,2.0798,850
-1659,2,20,N,0.1074,-0.9163,0.1074,851
-1659,3,21,N,0.6822,-0.3046,0.6822,852
-1659,9,13,N,0.8102,-0.2077,0.8102,853
-1658,2,9,P,0.2934,0.2934,1.3705,854
-1658,8,5,P,0.3453,0.3453,1.2971,855
-1657,1,29,T+,1.5858,1.5858,2.6763,856
-1657,7,25,T-,1.6363,1.6363,2.6024,857
-1656,1,18,P,0.7563,0.7563,1.8109,858
-1656,7,14,P,0.6784,0.6784,1.6922,859
-1656,12,8,N,0.1652,-0.8181,0.1652,860
-1655,1,7,N,0.5714,-0.4293,0.5714,861
-1655,6,3,N,0.3352,-0.7326,0.3352,862
-1655,7,3,N,0.2408,-0.8199,0.2408,863
-1655,11,28,P,0.4001,0.4001,1.3735,864
-1654,5,23,P,0.6818,0.6818,1.7344,865
-1654,11,17,T+,1.589,1.589,2.5975,866
-1653,5,13,T+,1.5467,1.5467,2.5488,867
-1653,11,7,P,0.7811,0.7811,1.8471,868
-1652,5,1,P,0.2083,0.2083,1.1626,869
-1652,10,26,N,0.5626,-0.5415,0.5626,870
-1651,3,23,P,0.2376,0.2376,1.1939,871
-1651,9,15,N,0.9895,-0.0697,0.9895,872
-1650,3,12,T-,1.5399,1.5399,2.5447,873
-1650,9,4,T,1.3526,1.3526,2.3519,874
-1649,3,2,P,0.7299,0.7299,1.7915,875
-1649,8,25,T,1.0833,1.0833,2.0433,876
-1648,2,19,N,0.4492,-0.6369,0.4492,877
-1648,7,15,N,0.1641,-0.8119,0.1641,878
-1648,8,14,N,0.7609,-0.2032,0.7609,879
-1647,1,8,P,0.2441,0.2441,1.2846,880
-1647,7,5,P,0.4316,0.4316,1.4592,881
-1647,12,28,T-,1.6187,1.6187,2.6078,882
-1646,6,24,T+,1.7946,1.7946,2.8616,883
-1646,12,18,P,0.8837,0.8837,1.8532,884
-1645,6,13,P,0.4666,0.4666,1.5282,885
-1645,11,8,N,0.0266,-0.9978,0.0266,886
-1645,12,8,N,0.6067,-0.389,0.6067,887
-1644,5,3,N,0.6859,-0.3009,0.6859,888
-1644,6,1,N,0.1846,-0.8302,0.1846,889
-1644,10,27,P,0.1131,0.1131,1.1935,890
-1643,4,22,T,1.1658,1.1658,2.1127,891
-1643,10,16,T-,1.3277,1.3277,2.4326,892
-1642,4,12,T,1.2485,1.2485,2.1953,893
-1642,10,5,T,1.0352,1.0352,2.1118,894
-1641,3,3,Ne,0.0104,-1.0135,0.0104,895
-1641,4,2,N,0.7914,-0.1964,0.7914,896
-1641,9,25,N,0.8508,-0.1668,0.8508,897
-1640,2,20,P,0.2052,0.2052,1.2807,898
-1640,8,15,P,0.2658,0.2658,1.2204,899
-1639,2,8,T+,1.5148,1.5148,2.6005,900
-1639,8,5,T-,1.5404,1.5404,2.5119,901
-1638,1,28,P,0.8133,0.8133,1.8615,902
-1638,7,25,P,0.7817,0.7817,1.8019,903
-1638,12,19,N,0.163,-0.8171,0.163,904
-1637,1,18,N,0.6049,-0.3901,0.6049,905
-1637,6,15,N,0.18,-0.8897,0.18,906
-1637,7,14,N,0.3695,-0.6961,0.3695,907
-1637,12,9,P,0.3988,0.3988,1.3721,908
-1636,6,3,P,0.5274,0.5274,1.5781,909
-1636,11,28,T+,1.5905,1.5905,2.6014,910
-1635,5,23,T+,1.6961,1.6961,2.6946,911
-1635,11,17,P,0.7763,0.7763,1.8455,912
-1634,5,13,P,0.3477,0.3477,1.2993,913
-1634,11,6,N,0.5701,-0.5358,0.5701,914
-1633,4,3,P,0.1222,0.1222,1.0782,915
-1633,9,26,N,0.9593,-0.1,0.9593,916
-1632,3,23,T-,1.4279,1.4279,2.4335,917
-1632,9,15,T,1.3105,1.3105,2.3099,918
-1631,3,12,P,0.8361,0.8361,1.897,919
-1631,9,4,T,1.1381,1.1381,2.1002,920
-1630,3,1,N,0.5449,-0.5374,0.5449,921
-1630,7,27,Ne,0.0604,-0.9212,0.0604,922
-1630,8,25,N,0.8261,-0.1428,0.8261,923
-1629,1,19,P,0.2157,0.2157,1.25,924
-1629,7,16,P,0.301,0.301,1.3346,925
-1628,1,9,T-,1.5987,1.5987,2.5831,926
-1628,7,4,T+,1.6479,1.6479,2.7186,927
-1628,12,28,P,0.8989,0.8989,1.8666,928
-1627,6,23,P,0.6198,0.6198,1.6812,929
-1627,11,19,N,0.0218,-1.0058,0.0218,930
-1627,12,18,N,0.6067,-0.3899,0.6067,931
-1626,5,14,N,0.5521,-0.4309,0.5521,932
-1626,6,12,N,0.3326,-0.6797,0.3326,933
-1626,11,8,P,0.1026,0.1026,1.1864,934
-1625,5,4,T,1.0329,1.0329,1.9774,935
-1625,10,28,T-,1.3132,1.3132,2.4198,936
-1624,4,22,T,1.3797,1.3797,2.3265,937
-1624,10,16,T,1.0555,1.0555,2.1317,938
-1623,4,12,N,0.9107,-0.0785,0.9107,939
-1623,10,5,N,0.8801,-0.1369,0.8801,940
-1622,3,3,P,0.1045,0.1045,1.1784,941
-1622,8,26,P,0.1985,0.1985,1.156,942
-1621,2,20,T+,1.4327,1.4327,2.5136,943
-1621,8,16,T-,1.4546,1.4546,2.4316,944
-1620,2,9,P,0.8817,0.8817,1.9232,945
-1620,8,4,P,0.8747,0.8747,1.9016,946
-1620,12,30,N,0.1507,-0.8257,0.1507,947
-1619,1,28,N,0.6524,-0.3369,0.6524,948
-1619,6,25,Ne,0.0339,-1.038,0.0339,949
-1619,7,25,N,0.4869,-0.5836,0.4869,950
-1619,12,19,P,0.3896,0.3896,1.3623,951
-1618,6,14,P,0.3807,0.3807,1.4299,952
-1618,12,9,T+,1.587,1.587,2.5997,953
-1617,6,3,T+,1.8421,1.8421,2.8376,954
-1617,11,28,P,0.773,0.773,1.8446,955
-1616,5,23,P,0.4902,0.4902,1.4399,956
-1616,11,16,N,0.5736,-0.5333,0.5736,957
-1615,4,13,N,0.9511,-0.0053,0.9511,958
-1615,5,13,N,0.1273,-0.814,0.1273,959
-1615,10,7,N,0.9418,-0.117,0.9418,960
-1614,4,3,T,1.3032,1.3032,2.31,961
-1614,9,26,T,1.2816,1.2816,2.2809,962
-1613,3,23,P,0.9552,0.9552,2.0155,963
-1613,9,16,T,1.1809,1.1809,2.1452,964
-1612,3,11,N,0.6532,-0.4251,0.6532,965
-1612,9,4,N,0.879,-0.0949,0.879,966
-1611,1,30,P,0.1758,0.1758,1.2036,967
-1611,7,26,P,0.1812,0.1812,1.2211,968
-1610,1,19,T-,1.5697,1.5697,2.5492,969
-1610,7,15,T+,1.5108,1.5108,2.5851,970
-1609,1,9,P,0.9216,0.9216,1.8873,971
-1609,7,4,P,0.7641,0.7641,1.8256,972
-1609,11,30,N,0.0148,-1.0154,0.0148,973
-1609,12,29,N,0.614,-0.3832,0.614,974
-1608,5,24,N,0.4183,-0.5613,0.4183,975
-1608,6,23,N,0.4761,-0.5342,0.4761,976
-1608,11,18,P,0.0938,0.0938,1.1802,977
-1607,5,14,P,0.8976,0.8976,1.8404,978
-1607,11,7,T,1.3025,1.3025,2.4098,979
-1606,5,4,T-,1.5137,1.5137,2.4612,980
-1606,10,27,T,1.0682,1.0682,2.1433,981
-1605,4,23,P,0.0479,0.0479,1.0391,982
-1605,10,16,N,0.8997,-0.1163,0.8997,983
-1604,3,13,Nx,1.061,-0.0113,1.061,984
-1604,9,6,P,0.1439,0.1439,1.1045,985
-1603,3,2,T+,1.333,1.333,2.4089,986
-1603,8,26,T-,1.3829,1.3829,2.3656,987
-1602,2,19,P,0.9645,0.9645,1.9993,988
-1602,8,16,P,0.9565,0.9565,1.9901,989
-1601,1,10,N,0.1304,-0.8421,0.1304,990
-1601,2,9,N,0.7102,-0.2733,0.7102,991
-1601,8,5,N,0.5954,-0.4803,0.5954,992
-1601,12,31,P,0.3751,0.3751,1.3469,993
-1600,6,24,P,0.2383,0.2383,1.2865,994
-1600,12,19,T+,1.58,1.58,2.5941,995
-1599,6,14,T-,1.7397,1.7397,2.7326,996
-1599,12,9,P,0.7737,0.7737,1.8471,997
-1598,6,3,P,0.6282,0.6282,1.5765,998
-1598,11,28,N,0.5775,-0.5295,0.5775,999
-1597,4,25,N,0.8196,-0.1376,0.8196,1000
-1597,5,24,N,0.2562,-0.6861,0.2562,1001
-1597,10,18,N,0.9323,-0.1254,0.9323,1002
-1596,4,13,T,1.1697,1.1697,2.1781,1003
-1596,10,6,T,1.2636,1.2636,2.2625,1004
-1595,4,2,T,1.0868,1.0868,2.147,1005
-1595,9,26,T,1.2108,1.2108,2.1771,1006
-1594,3,22,N,0.7743,-0.3002,0.7743,1007
-1594,9,16,N,0.9198,-0.059,0.9198,1008
-1593,2,10,P,0.1234,0.1234,1.1445,1009
-1593,8,7,P,0.074,0.074,1.1204,1010
-1592,1,31,T-,1.5262,1.5262,2.5007,1011
-1592,7,26,T+,1.3842,1.3842,2.4626,1012
-1591,1,19,P,0.9565,0.9565,1.92,1013
-1591,7,15,P,0.8979,0.8979,1.9598,1014
-1591,12,10,N,0.004,-1.0282,0.004,1015
-1590,1,9,N,0.6305,-0.3668,0.6305,1016
