year,month,day,type,magnitude,max_lat,max_lon,gamma,cat_num
622,2,16,P,0.1434,-71.0,-137.1,-1.4819,6245
622,7,14,P,0.5507,-68.0,84.3,-1.2426,6246
622,8,12,P,0.3006,70.3,92.4,1.3763,6247
623,1,6,A,0.9926,24.7,-114.7,0.7292,6248
623,7,3,A,0.9678,-8.0,-21.1,-0.5142,6249
623,12,27,T,1.0412,-22.2,45.8,0.0217,6250
624,6,21,A,0.9481,38.3,-46.2,0.2517,6251
624,12,16,T,1.0364,-63.6,159.0,-0.6465,6252
625,11,6,P,0.1333,62.3,-128.8,1.4805,6254
625,12,5,P,0.3308,-64.6,173.9,-1.3647,6255
626,5,1,T,1.0389,-42.9,-29.1,-0.8997,6256
626,10,26,A,0.9216,37.8,154.2,0.8372,6257
627,4,21,T,1.0758,5.0,62.3,-0.1462,6258
627,10,15,A,0.9282,-1.9,142.4,0.147,6259
628,4,10,T,1.0496,40.2,148.8,0.5919,6260
628,10,3,A,0.9682,-34.6,77.1,-0.5632,6261
629,3,1,P,0.2572,-61.0,-70.6,-1.4107,6262
629,3,30,P,0.2905,61.1,-113.4,1.3872,6263
629,8,24,P,0.2818,61.5,-164.6,1.3849,6264
629,9,22,P,0.5622,-60.8,-148.7,-1.2369,6265
630,2,18,A,0.9239,-50.5,-162.9,-0.7313,6266
630,8,14,T,1.0631,50.9,-138.7,0.6751,6267
631,2,7,A,0.9407,-15.8,168.2,-0.0196,6268
631,8,3,Tm,1.0303,14.3,-32.8,-0.0557,6269
632,1,27,A,0.9836,22.7,70.5,0.6856,6270
632,7,23,A,0.9696,-35.9,170.9,-0.8522,6271
632,12,17,P,0.3426,-65.9,-134.4,-1.3539,6272
633,1,15,P,0.3897,63.3,-141.2,1.3295,6273
633,6,12,P,0.5877,66.4,-168.2,1.2191,6274
633,12,7,T,1.0258,-68.9,-175.0,-0.7139,6275
634,6,1,A,0.9836,47.8,-27.7,0.4246,6276
634,11,26,A,0.9804,-23.9,4.4,-0.0369,6277
635,5,22,T,1.0391,-0.4,-174.3,-0.3629,6278
635,11,15,A,0.9283,23.4,-62.5,0.6828,6279
636,4,11,P,0.1909,71.2,-63.6,1.4301,6280
636,5,10,P,0.8593,-69.3,-23.9,-1.0847,6281
636,11,3,P,0.336,70.0,-23.5,1.369,6282
637,4,1,T,1.0312,50.9,158.3,0.7473,6283
637,9,24,A,0.9813,-57.5,109.4,-0.8707,6284
638,3,21,A,0.9786,1.9,23.8,0.0112,6285
638,9,13,Tm,1.045,-3.6,-45.4,-0.1169,6286
639,3,10,A,0.9323,-48.3,-0.3,-0.7434,6287
639,9,3,T,1.062,41.3,86.5,0.5887,6288
640,1,28,P,0.1089,69.6,-159.2,1.4986,6289
640,2,27,P,0.206,-71.6,97.0,-1.4439,6290
640,7,24,P,0.4185,-69.0,-36.2,-1.3147,6291
640,8,22,P,0.3906,71.0,-36.8,1.3287,6292
641,1,17,A,0.9972,27.0,114.5,0.735,6293
641,7,13,A,0.963,-15.0,-123.9,-0.5962,6294
642,1,6,T,1.0437,-20.8,-85.9,0.0263,6295
642,7,2,A,0.9477,32.6,-140.5,0.1639,6296
642,12,27,T,1.0358,-63.7,34.0,-0.6448,6297
643,6,22,A,0.9648,85.5,94.4,0.9176,6298
643,11,17,P,0.1155,63.0,96.3,1.4917,6299
643,12,16,P,0.3272,-65.6,33.8,-1.3669,6300
644,5,12,T,1.04,-51.6,-137.6,-0.9666,6301
644,11,5,A,0.9181,37.4,32.6,0.8539,6302
645,5,1,T,1.0779,4.7,-52.4,-0.2115,6303
645,10,25,A,0.9271,-4.5,25.2,0.1682,6304
646,4,21,T,1.0502,41.0,36.5,0.5316,6305
646,10,14,A,0.9688,-37.6,-43.2,-0.5375,6306
647,3,12,P,0.1764,-60.8,167.7,-1.4573,6307
647,4,10,P,0.3871,61.3,127.1,1.3334,6308
647,9,4,P,0.2039,61.2,65.9,1.426,6309
647,10,4,P,0.6186,-60.9,78.1,-1.2065,6310
648,2,29,A,0.9257,-48.8,88.3,-0.7722,6311
648,8,24,T,1.0579,49.8,105.7,0.727,6312
649,2,17,A,0.9455,-13.6,53.2,-0.0499,6313
649,8,13,T,1.0243,14.2,-144.8,0.0045,6314
650,2,6,A,0.9896,23.5,-54.7,0.6641,6315
650,8,3,A,0.966,-30.9,66.0,-0.7836,6316
650,12,28,P,0.3379,-64.9,81.8,-1.3564,6317
651,1,27,P,0.4175,62.5,79.9,1.3144,6318
651,6,23,P,0.4409,65.4,85.3,1.3048,6319
651,7,23,Pb,0.0086,-63.1,11.9,-1.5588,6320
651,12,18,T,1.0241,-69.2,63.2,-0.7167,6321
652,6,11,A,0.9862,54.0,-125.7,0.5057,6322
652,12,6,A,0.9771,-25.5,-122.6,-0.0391,6323
653,6,1,T,1.0436,5.9,75.5,-0.2861,6324
653,11,26,A,0.9257,21.1,172.8,0.6779,6325
654,4,22,Pe,0.0743,70.6,167.0,1.4901,6326
654,5,22,P,0.999,-68.4,-148.6,-1.0131,6327
654,11,15,P,0.3547,69.1,-155.6,1.3578,6328
655,4,12,T,1.0296,59.8,36.8,0.8065,6329
655,10,5,A,0.9807,-63.9,-19.5,-0.8953,6330
656,3,31,A,0.9783,9.2,-88.7,0.0666,6331
656,9,24,T,1.0441,-9.7,-170.5,-0.1496,6332
657,3,20,A,0.935,-40.4,-112.4,-0.6929,6333
657,9,13,T,1.0588,34.4,-38.3,0.549,6334
658,2,8,P,0.0767,70.4,69.0,1.516,6335
658,3,9,P,0.2794,-71.9,-27.5,-1.3999,6336
658,8,4,P,0.2955,-69.9,-158.2,-1.3825,6337
658,9,3,P,0.4693,71.5,-167.9,1.2866,6338
659,1,28,H,1.0021,30.3,-15.0,0.7468,6339
659,7,25,A,0.9577,-22.7,131.5,-0.674,6340
660,1,18,T,1.0468,-18.2,143.3,0.0354,6341
660,7,13,A,0.9468,26.4,122.7,0.0801,6342
661,1,6,T,1.0357,-62.1,-90.6,-0.6398,6343
661,7,2,A,0.9692,79.9,88.8,0.8339,6344
661,11,27,P,0.1023,63.9,-39.4,1.5001,6345
661,12,27,P,0.3254,-66.7,-106.2,-1.3681,6346
662,5,23,P,0.944,-63.5,118.9,-1.0371,6347
662,6,21,Pb,0.003,66.0,148.9,1.5377,6348
662,11,16,A,0.9153,37.2,-91.0,0.865,6349
663,5,13,T,1.0792,3.4,-165.7,-0.2818,6350
663,11,5,A,0.9265,-7.1,-94.3,0.1826,6351
664,5,1,T,1.0501,41.3,-73.2,0.4658,6352
664,10,24,A,0.9695,-40.9,-165.6,-0.5193,6353
665,3,22,Pe,0.084,-60.8,48.4,-1.5106,6354
665,4,21,P,0.4945,61.7,9.7,1.2736,6355
665,9,14,P,0.1363,61.0,-65.2,1.4618,6356
665,10,14,P,0.6641,-61.2,-57.0,-1.1819,6357
666,3,11,A,0.9275,-47.9,-18.8,-0.8187,6358
666,9,4,T,1.0524,48.5,-12.3,0.774,6359
667,2,28,Am,0.9506,-11.3,-60.1,-0.0868,6360
667,8,25,T,1.018,13.3,101.8,0.0594,6361
668,2,18,A,0.9959,24.5,-178.1,0.6371,6362
668,8,13,A,0.9619,-28.1,-40.3,-0.7202,6363
669,1,8,P,0.3275,-63.9,-60.8,-1.3617,6364
669,2,6,P,0.4541,61.9,-57.5,1.2949,6365
669,7,4,P,0.3008,64.5,-21.9,1.3865,6366
669,8,2,P,0.1336,-62.4,-97.3,-1.4861,6367
669,12,28,T,1.0227,-68.0,-58.9,-0.7212,6368
670,6,23,A,0.9883,59.2,138.4,0.5856,6369
670,12,18,A,0.9744,-26.1,110.8,-0.0415,6370
671,6,12,T,1.0473,11.4,-34.3,-0.209,6371
671,12,7,A,0.9238,19.4,48.2,0.6733,6372
672,6,1,T,1.068,-48.1,85.4,-0.9404,6373
672,11,25,P,0.3694,68.0,72.0,1.349,6374
673,4,22,T,1.027,69.6,-88.0,0.8714,6375
673,10,15,A,0.9805,-69.6,-151.9,-0.9133,6376
674,4,12,A,0.9778,16.8,161.4,0.1295,6377
674,10,5,T,1.043,-15.5,62.4,-0.175,6378
675,4,1,A,0.9377,-32.1,138.6,-0.6326,6379
675,9,25,T,1.0553,28.0,-165.2,0.517,6380
676,2,19,Pe,0.0335,71.1,-61.6,1.5396,6381
676,3,20,P,0.3667,-72.0,-150.1,-1.3481,6382
676,8,15,P,0.1836,-70.7,77.9,-1.445,6383
676,9,13,P,0.5352,71.8,58.7,1.2509,6384
677,2,7,H,1.0073,34.4,-143.7,0.7632,6385
677,8,4,A,0.9521,-31.0,24.7,-0.7474,6386
678,1,28,T,1.0501,-14.8,13.0,0.048,6387
678,7,24,Am,0.9455,19.6,24.1,-0.0011,6388
679,1,18,T,1.036,-59.1,143.5,-0.6329,6389
679,7,13,A,0.9724,70.6,-2.3,0.7531,6390
679,12,9,P,0.0911,64.9,-175.5,1.5072,6391
680,1,7,P,0.3276,-67.7,114.3,-1.3669,6392
680,6,2,P,0.8109,-64.4,-1.5,-1.1075,6393
680,7,1,P,0.1456,67.0,29.8,1.4605,6394
680,11,27,A,0.9133,37.3,144.4,0.8734,6395
681,5,23,T,1.0797,1.2,81.2,-0.3538,6396
681,11,16,A,0.9264,-9.2,145.3,0.1936,6397
682,5,13,T,1.0494,40.8,178.7,0.3964,6398
682,11,5,A,0.9706,-44.3,71.0,-0.5056,6399
683,5,2,P,0.6135,62.2,-105.7,1.2071,6400
683,9,26,P,0.0822,61.0,161.3,1.4907,6401
683,10,25,P,0.6981,-61.7,165.7,-1.1635,6402
684,3,22,A,0.929,-48.6,-122.4,-0.8738,6403
684,9,15,T,1.0468,47.2,-133.6,0.814,6404
685,3,11,A,0.9559,-9.2,-171.3,-0.1313,6405
685,9,4,H,1.0116,11.6,-13.7,0.1074,6406
686,2,28,H,1.0026,25.7,61.0,0.6026,6407
686,8,24,A,0.9573,-26.8,-147.8,-0.6619,6408
687,1,19,P,0.3102,-63.1,157.9,-1.3707,6409
687,2,17,P,0.5026,61.4,167.1,1.2691,6410
687,7,15,P,0.1655,63.7,-129.7,1.4655,6411
687,8,13,P,0.25,-61.7,152.0,-1.418,6412
688,1,9,T,1.0218,-65.6,177.5,-0.7284,6413
688,7,3,A,0.9897,63.1,44.4,0.6632,6414
688,12,28,A,0.9723,-25.8,-15.4,-0.0447,6415
689,6,22,T,1.0503,16.1,-143.6,-0.1319,6416
689,12,17,A,0.9225,18.4,-76.4,0.6698,6417
690,6,12,T,1.0718,-36.8,-31.7,-0.8662,6418
690,12,6,P,0.3801,66.9,-60.6,1.3426,6419
691,5,3,T,1.0229,78.9,123.0,0.9415,6420
691,10,27,A,0.9807,-74.7,72.2,-0.9252,6421
692,4,22,A,0.9769,24.5,53.6,0.1975,6422
692,10,15,T,1.0421,-21.0,-65.9,-0.1952,6423
693,4,11,A,0.9403,-23.9,31.8,-0.5674,6424
693,10,5,T,1.0517,22.2,66.3,0.491,6425
694,3,31,P,0.4669,-71.8,89.3,-1.2894,6426
694,8,26,Pe,0.0832,-71.3,-47.9,-1.502,6427
694,9,24,P,0.5889,71.8,-76.6,1.2216,6428
695,2,19,T,1.0126,39.6,88.8,0.7865,6429
695,8,15,A,0.9463,-39.7,-84.9,-0.8142,6430
696,2,8,T,1.0537,-10.3,-115.8,0.0674,6431
696,8,3,A,0.9439,12.6,-77.4,-0.0754,6432
697,1,28,T,1.0367,-54.9,16.9,-0.621,6433
697,7,23,A,0.9749,61.7,-103.5,0.6761,6434
697,12,19,P,0.0798,65.9,48.1,1.5144,6435
698,1,18,P,0.3359,-68.7,-24.4,-1.3624,6436
698,6,13,P,0.675,-65.3,-122.0,-1.1789,6437
698,7,13,P,0.2855,68.0,-90.6,1.3851,6438
698,12,8,A,0.912,37.8,19.0,0.8799,6439
699,6,3,T,1.0792,-2.2,-31.3,-0.4291,6440
699,11,27,A,0.927,-10.7,23.5,0.2003,6441
700,5,23,T,1.048,39.4,72.0,0.3233,6442
700,11,15,A,0.9721,-47.4,-53.0,-0.4962,6443
701,5,12,P,0.7392,62.8,140.2,1.1366,6444
701,10,6,P,0.0391,61.2,25.9,1.5138,6445
701,11,5,P,0.7226,-62.3,26.6,-1.1502,6446
702,4,2,A,0.9299,-51.7,138.2,-0.9353,6447
702,9,26,T,1.041,46.2,102.4,0.8481,6448
703,3,22,A,0.9612,-7.5,79.2,-0.1819,6449
703,9,15,H,1.0052,9.4,-131.1,0.1492,6450
704,3,10,H,1.0093,27.1,-57.8,0.5619,6451
704,9,4,A,0.9526,-26.8,102.8,-0.6104,6452
705,1,29,P,0.284,-62.4,18.1,-1.3844,6453
705,2,28,P,0.5617,61.1,33.3,1.238,6454
705,7,25,Pe,0.0384,62.9,121.2,1.5397,6455
705,8,24,P,0.357,-61.3,39.7,-1.3552,6456
706,1,19,T,1.0211,-62.5,52.6,-0.7395,6457
706,7,14,A,0.9904,65.4,-48.4,0.7372,6458
707,1,8,A,0.9708,-24.8,-140.3,-0.052,6459
707,7,4,T,1.0525,19.8,106.8,-0.0573,6460
707,12,29,A,0.9219,17.9,159.8,0.6636,6461
708,6,22,T,1.0737,-28.8,-147.5,-0.7933,6462
708,12,17,P,0.3923,65.8,167.5,1.3352,6463
709,5,14,P,0.9736,69.1,-68.7,1.0154,6464
709,11,6,A,0.9814,-79.2,-67.4,-0.9319,6465
710,5,3,A,0.9755,32.3,-51.2,0.2731,6466
710,10,27,T,1.0414,-25.7,164.3,-0.2087,6467
711,4,22,A,0.9427,-15.6,-72.2,-0.4937,6468
711,10,16,T,1.0482,17.1,-64.0,0.4719,6469
712,4,10,P,0.5805,-71.4,-29.1,-1.2234,6470
712,10,5,P,0.6297,71.6,146.2,1.1989,6471
713,3,1,T,1.0179,45.7,-38.0,0.8151,6472
713,8,26,A,0.9401,-49.0,162.1,-0.8762,6473
714,2,19,T,1.0574,-5.2,116.1,0.0914,6474
714,8,15,A,0.942,5.4,179.0,-0.1449,6475
715,2,8,T,1.0377,-49.8,-110.1,-0.604,6476
715,8,4,A,0.9767,53.3,150.8,0.6044,6477
715,12,30,P,0.066,67.0,-88.0,1.5228,6478
716,1,29,P,0.3514,-69.7,-162.2,-1.3537,6479
716,6,24,P,0.542,-66.3,116.4,-1.2484,6480
716,7,23,P,0.418,68.9,146.8,1.314,6481
716,12,18,A,0.9112,39.0,-106.1,0.8874,6482
717,6,13,T,1.0779,-6.5,-144.6,-0.5035,6483
717,12,7,A,0.9282,-11.6,-98.6,0.2059,6484
718,6,3,T,1.0458,36.9,-34.1,0.2478,6485
718,11,26,A,0.9742,-50.1,-177.1,-0.49,6486
719,5,24,P,0.8714,63.6,27.5,1.062,6487
719,10,18,Pe,0.0071,61.5,-111.5,1.5311,6488
719,11,16,P,0.7402,-63.0,-113.8,-1.1408,6489
720,10,6,T,1.0355,45.5,-24.8,0.8749,6491
721,4,1,A,0.9666,-6.3,-28.5,-0.2396,6492
721,9,26,A,0.9988,6.8,109.5,0.1845,6493
722,3,21,T,1.0162,28.5,-174.2,0.5141,6494
722,9,15,A,0.9477,-28.0,-8.2,-0.5655,6495
723,2,10,P,0.2457,-61.8,-119.6,-1.4042,6496
723,3,11,P,0.6358,60.9,-98.1,1.1992,6497
723,9,4,P,0.4512,-60.9,-74.9,-1.2996,6498
724,1,30,T,1.0207,-59.2,-72.8,-0.7552,6499
724,7,25,A,0.9906,66.1,-141.6,0.8066,6500
725,1,19,A,0.9696,-23.1,95.8,-0.0624,6501
725,7,14,T,1.054,22.3,-3.2,0.0146,6502
726,1,8,A,0.9219,18.0,36.8,0.6558,6503
726,7,4,T,1.0745,-22.6,97.7,-0.7206,6504
726,12,28,P,0.4046,64.8,35.9,1.3278,6505
727,5,25,P,0.8295,68.1,171.2,1.0925,6506
727,6,23,Pb,0.1082,-65.4,-161.5,-1.4763,6507
727,11,17,A,0.9827,-83.3,146.8,-0.9352,6508
728,5,13,A,0.9737,39.9,-153.9,0.3517,6509
728,11,6,T,1.0409,-29.8,33.8,-0.2182,6510
729,5,3,A,0.9448,-7.7,-174.3,-0.416,6511
729,10,27,T,1.0448,12.6,164.7,0.4574,6512
730,4,22,P,0.7044,-70.8,-145.8,-1.1522,6513
730,10,16,P,0.659,71.2,7.8,1.1824,6514
731,3,12,T,1.0229,52.7,-164.2,0.8516,6515
731,9,6,A,0.9338,-58.5,43.3,-0.9299,6516
732,3,1,T,1.0611,0.7,-10.2,0.1226,6517
732,8,25,A,0.9401,-1.8,72.7,-0.2066,6518
733,2,19,T,1.0389,-44.0,123.5,-0.5806,6519
733,8,14,A,0.978,45.2,42.0,0.5391,6520
734,1,10,P,0.0469,68.1,136.5,1.5341,6521
734,2,8,P,0.3781,-70.5,61.7,-1.3386,6522
734,7,5,P,0.4098,-67.3,-5.9,-1.3172,6523
734,8,3,P,0.5437,69.9,22.2,1.2467,6524
734,12,30,A,0.9112,40.9,128.8,0.8952,6525
735,6,25,T,1.0756,-11.9,101.6,-0.5781,6526
735,12,19,A,0.9301,-11.6,139.0,0.2107,6527
736,6,13,T,1.0428,33.5,-140.4,0.1715,6528
736,12,7,A,0.9767,-51.9,58.8,-0.4866,6529
737,6,3,A,0.9737,72.3,-71.2,0.9844,6530
737,11,26,P,0.7516,-63.9,104.4,-1.1347,6531
738,4,23,P,0.8301,-61.7,-48.8,-1.0767,6532
738,10,18,T,1.0302,45.0,-154.4,0.8964,6533
739,4,12,A,0.9717,-5.9,-134.5,-0.3033,6534
739,10,7,A,0.9926,4.1,-11.9,0.2131,6535
740,4,1,T,1.0229,29.8,71.4,0.4609,6536
740,9,25,A,0.9431,-29.9,-120.9,-0.5269,6537
741,2,20,P,0.1966,-61.4,104.5,-1.4296,6538
741,3,21,P,0.7203,60.9,132.0,1.1553,6539
741,9,14,P,0.5335,-60.8,168.3,-1.2506,6540
742,2,10,T,1.0203,-56.2,162.8,-0.7774,6541
742,8,5,A,0.9901,65.6,122.9,0.8707,6542
743,1,30,A,0.969,-21.0,-26.3,-0.0792,6543
743,7,25,Tm,1.0547,23.7,-114.5,0.0819,6544
744,1,19,A,0.9227,18.4,-84.1,0.6418,6545
744,7,14,T,1.0741,-18.0,-17.5,-0.6512,6546
745,1,7,P,0.4226,63.8,-94.4,1.3168,6547
745,6,4,P,0.6809,67.1,52.9,1.1724,6548
745,7,4,P,0.2381,-64.5,78.2,-1.4085,6549
745,11,28,A,0.9847,-86.7,-19.2,-0.9354,6550
746,5,25,A,0.9713,47.5,106.5,0.4356,6551
746,11,17,T,1.0409,-33.1,-97.3,-0.2232,6552
747,5,14,A,0.9466,0.1,86.1,-0.332,6553
747,11,7,T,1.0416,8.9,32.0,0.4487,6554
748,5,2,P,0.8378,-70.0,99.3,-1.0762,6555
748,10,27,P,0.6789,70.5,-131.5,1.1709,6556
749,3,23,T,1.0275,60.6,68.0,0.8932,6557
749,9,16,As,0.9269,-68.3,-89.2,-0.9773,6558
750,3,12,T,1.0647,7.0,-135.1,0.16,6559
750,9,5,A,0.9381,-8.9,-35.8,-0.262,6560
751,3,2,T,1.0401,-37.8,-2.1,-0.5512,6561
751,8,25,A,0.9789,37.4,-69.8,0.4805,6562
752,1,21,Pe,0.02,69.1,2.1,1.55,6563
752,2,20,P,0.4159,-71.2,-72.7,-1.3174,6564
752,7,15,P,0.2859,-68.3,-130.1,-1.3816,6565
752,8,14,P,0.6576,70.7,-105.2,1.1859,6566
753,1,9,A,0.9116,43.6,4.4,0.906,6567
753,7,5,T,1.0725,-18.1,-13.4,-0.6509,6568
753,12,29,A,0.9326,-10.6,16.8,0.217,6569
754,6,25,Tm,1.0391,29.1,112.7,0.0955,6570
754,12,18,A,0.9799,-52.5,-64.5,-0.4824,6571
755,6,14,A,0.9746,83.1,-112.7,0.9053,6572
755,12,8,P,0.7604,-64.8,-38.2,-1.1301,6573
756,5,4,P,0.6982,-62.3,-156.8,-1.1544,6574
756,10,28,T,1.0254,44.9,73.6,0.9127,6575
757,4,23,A,0.9766,-6.3,120.8,-0.3722,6576
757,10,17,A,0.9868,1.3,-135.1,0.2349,6577
758,4,12,T,1.0295,30.8,-40.4,0.4002,6578
758,10,7,A,0.9385,-32.6,124.4,-0.4959,6579
759,3,3,P,0.134,-61.1,-29.1,-1.462,6580
759,4,2,P,0.819,61.0,4.2,1.1044,6581
759,9,26,P,0.6027,-60.8,49.1,-1.2093,6582
760,2,21,T,1.0199,-53.6,39.6,-0.8057,6583
760,8,15,A,0.9888,64.5,24.9,0.9284,6584
761,2,9,A,0.9686,-18.5,-146.9,-0.1007,6585
761,8,5,T,1.0548,24.1,133.1,0.1459,6586
762,1,30,A,0.9239,19.2,156.4,0.6242,6587
762,7,25,T,1.0729,-14.8,-132.8,-0.5842,6588
763,1,19,P,0.447,63.0,136.6,1.3022,6589
763,6,16,P,0.5326,66.1,-64.5,1.2526,6590
763,7,15,P,0.3625,-63.7,-42.4,-1.3432,6591
763,12,9,A,0.9872,-86.6,127.7,-0.9348,6592
764,6,4,A,0.9685,54.5,9.5,0.5199,6593
764,11,28,T,1.0412,-35.4,131.9,-0.227,6594
765,5,24,A,0.948,7.3,-12.3,-0.2465,6595
765,11,17,T,1.0389,6.0,-101.2,0.443,6596
766,5,13,As,0.9562,-66.1,-17.0,-0.9955,6597
766,11,7,P,0.6897,69.6,88.5,1.1644,6598
767,4,3,T,1.0311,69.2,-67.0,0.9422,6599
768,3,23,T,1.0679,13.9,102.1,0.205,6601
768,9,15,A,0.9362,-15.8,-147.1,-0.3084,6602
769,3,12,T,1.0413,-31.1,-126.0,-0.5145,6603
769,9,5,A,0.9795,30.0,175.9,0.4288,6604
770,3,2,P,0.4661,-71.7,154.8,-1.2892,6605
770,7,27,P,0.1682,-69.2,104.3,-1.4428,6606
770,8,25,P,0.7603,71.3,125.0,1.1309,6607
771,1,20,A,0.9125,47.5,-119.4,0.921,6608
771,7,16,T,1.0684,-25.2,-129.8,-0.7214,6609
772,1,9,A,0.9358,-8.7,-105.1,0.2248,6610
772,7,5,T,1.0347,23.9,4.9,0.0204,6611
772,12,29,A,0.9836,-51.9,172.2,-0.4778,6612
773,6,24,A,0.9734,79.1,-148.0,0.8257,6613
773,12,18,P,0.7678,-65.9,178.5,-1.1264,6614
774,5,15,P,0.5588,-63.0,96.4,-1.2361,6615
774,11,8,T,1.021,45.0,-60.4,0.9242,6616
775,5,4,A,0.9812,-7.7,16.8,-0.4448,6617
775,10,29,A,0.9814,-1.3,100.4,0.2517,6618
776,4,22,T,1.0356,31.4,-150.8,0.3357,6619
776,10,17,A,0.9343,-35.6,8.5,-0.4712,6620
777,3,14,Pe,0.0595,-61.0,-160.9,-1.5004,6621
777,4,12,P,0.9279,61.3,-122.2,1.0485,6622
777,10,6,P,0.6611,-60.9,-72.1,-1.1742,6623
778,3,3,T,1.0192,-51.9,-81.3,-0.8411,6624
778,8,26,A,0.9864,63.1,-71.8,0.9795,6625
779,2,21,A,0.9685,-16.1,95.2,-0.1312,6626
779,8,16,T,1.0544,23.5,18.3,0.2033,6627
780,2,10,A,0.9257,20.2,39.7,0.5986,6628
780,8,5,T,1.0708,-13.0,110.9,-0.522,6629
781,1,29,P,0.4807,62.2,9.5,1.282,6630
781,6,26,P,0.3849,65.1,178.9,1.333,6631
781,7,25,P,0.4816,-62.9,-163.3,-1.2802,6632
781,12,19,A,0.9903,-83.2,-37.2,-0.9337,6633
782,6,15,A,0.9649,61.0,-83.3,0.6075,6634
782,12,9,T,1.0421,-36.7,0.7,-0.2283,6635
783,6,4,A,0.9489,13.9,-109.0,-0.1578,6636
783,11,29,T,1.0365,3.9,124.9,0.4403,6637
784,5,23,A,0.9653,-44.6,-132.5,-0.9126,6638
784,11,17,P,0.6934,68.7,-52.0,1.1619,6639
785,4,13,Tn,1.0317,72.8,113.4,0.9956,6640
785,10,8,P,0.8699,-71.7,-15.0,-1.0495,6641
786,4,3,T,1.0709,21.0,-19.3,0.2552,6642
786,9,27,A,0.9344,-22.4,99.6,-0.3475,6643
787,3,24,T,1.0422,-24.2,111.9,-0.4715,6644
787,9,16,A,0.9799,23.1,58.8,0.3853,6645
788,3,12,P,0.5273,-71.9,24.3,-1.2547,6646
788,8,6,Pe,0.0607,-70.0,-23.7,-1.4989,6647
788,9,4,P,0.8508,71.8,-7.6,1.0824,6648
789,1,31,A,0.9136,52.7,117.2,0.9412,6649
789,7,27,T,1.0636,-32.9,111.7,-0.7876,6650
790,1,20,A,0.9396,-5.8,133.9,0.2375,6651
790,7,16,T,1.0296,18.0,-104.1,-0.0525,6652
791,1,9,A,0.988,-49.8,48.9,-0.47,6653
791,7,6,A,0.971,71.2,127.5,0.7473,6654
791,12,29,P,0.7792,-67.0,35.4,-1.1206,6655
792,5,25,P,0.4161,-63.8,-10.0,-1.3193,6656
792,6,24,Pb,0.0523,66.4,-80.5,1.532,6657
792,11,19,T,1.0172,45.2,163.8,0.9316,6658
793,5,14,A,0.9852,-10.3,-86.4,-0.5216,6659
793,11,8,A,0.9765,-3.7,-25.5,0.2631,6660
794,5,4,T,1.0413,31.2,100.6,0.2658,6661
794,10,28,A,0.9305,-38.8,-108.9,-0.4528,6662
795,4,23,Tn,1.0587,65.2,130.7,0.9863,6663
795,10,17,P,0.7065,-61.3,164.1,-1.1468,6664
796,3,14,T,1.0181,-51.4,160.4,-0.883,6665
796,9,6,P,0.9435,61.0,-172.4,1.0242,6666
797,3,3,A,0.9685,-13.7,-20.8,-0.1675,6667
797,8,26,T,1.0535,22.2,-98.4,0.2556,6668
798,2,20,A,0.9279,21.3,-74.5,0.5668,6669
798,8,16,T,1.068,-12.4,-6.5,-0.4642,6670
799,2,9,P,0.5241,61.6,-116.0,1.2562,6671
799,7,7,P,0.2426,64.2,62.4,1.4112,6672
799,8,6,P,0.591,-62.2,74.8,-1.2217,6673
799,12,31,A,0.9939,-79.1,-179.4,-0.9351,6674
800,6,26,A,0.9608,66.4,-171.9,0.6928,6675
800,12,19,T,1.0434,-37.0,-130.0,-0.2307,6676
801,6,15,A,0.9495,19.8,155.3,-0.0686,6677
801,12,9,T,1.0346,2.7,-9.0,0.4386,6678
802,6,4,A,0.9711,-33.2,121.9,-0.8275,6679
802,11,29,P,0.6933,67.6,167.8,1.1616,6680
803,4,25,P,0.9074,70.5,-21.3,1.0553,6681
803,5,24,Pb,0.0122,-68.1,-0.7,-1.5325,6682
803,10,19,P,0.8264,-71.2,-144.4,-1.0747,6683
804,4,13,T,1.0732,28.3,-138.5,0.3118,6684
804,10,7,A,0.9329,-28.6,-15.7,-0.3789,6685
805,4,3,T,1.0429,-17.1,-8.1,-0.4214,6686
805,9,26,A,0.9802,16.6,-60.7,0.3492,6687
806,3,24,P,0.6048,-71.9,-103.2,-1.2111,6688
806,9,16,P,0.9284,72.0,-142.7,1.0409,6689
807,2,11,A,0.9147,59.8,-7.8,0.9674,6690
807,8,7,T,1.0579,-41.4,-9.4,-0.8498,6691
808,1,31,A,0.9439,-1.9,13.8,0.2548,6692
808,7,27,T,1.0241,11.7,145.4,-0.1222,6693
809,1,19,A,0.9929,-46.6,-75.0,-0.4598,6694
809,7,16,A,0.9679,62.9,31.3,0.6696,6695
810,1,9,P,0.7924,-68.0,-108.0,-1.1139,6696
810,6,5,P,0.2714,-64.7,-116.3,-1.4034,6697
810,7,5,P,0.1957,67.4,172.4,1.4484,6698
810,11,30,T,1.0139,45.7,27.2,0.9373,6699
811,5,26,A,0.9887,-14.1,170.1,-0.5998,6700
811,11,19,A,0.9722,-5.6,-152.0,0.271,6701
812,5,14,T,1.0464,30.3,-7.6,0.1939,6702
812,11,8,A,0.9272,-41.9,133.5,-0.4381,6703
813,5,4,T,1.0659,68.6,43.5,0.9209,6704
813,10,28,P,0.7426,-61.8,38.4,-1.1249,6705
814,3,25,T,1.0161,-52.9,46.7,-0.9332,6706
