year,month,day,type,magnitude,max_lat,max_lon,gamma,cat_num
1780,10,27,T,1.0244,35.6,-58.6,0.8083,8991
1781,4,23,A,0.9467,9.7,-79.2,-0.062,8992
1781,10,17,T,1.0596,-4.3,45.1,0.1007,8993
1782,4,12,A,0.937,45.1,-107.1,0.6745,8994
1782,10,7,T,1.0344,-37.9,144.6,-0.6113,8995
1783,3,3,P,0.2312,-61.3,170.5,-1.42,8996
1783,4,1,P,0.3299,61.0,132.8,1.3671,8997
1783,8,27,P,0.2757,61.4,-54.1,1.3991,8998
1783,9,26,P,0.2814,-61.1,-95.4,-1.3935,8999
1784,2,20,T,1.0389,-47.2,-101.5,-0.6739,9000
1784,8,16,A,0.9402,50.9,-159.8,0.6819,9001
1785,2,9,T,1.048,-14.1,-6.6,0.008,9002
1785,8,5,A,0.965,12.7,155.3,-0.0817,9003
1786,1,30,H,1.0009,25.1,125.5,0.714,9004
1786,7,25,T,1.0106,-34.6,30.8,-0.8384,9005
1786,12,20,P,0.0772,-66.0,89.9,-1.5232,9006
1787,1,19,P,0.1591,63.4,-20.1,1.4697,9007
1787,6,15,T,1.0648,78.7,104.8,0.9739,9008
1787,12,9,A,0.9136,-83.4,-62.7,-0.8675,9009
1788,6,4,T,1.0623,37.0,44.4,0.2465,9010
1788,11,27,A,0.9579,-30.4,-94.3,-0.1542,9011
1789,5,24,H,1.0068,-11.0,-151.0,-0.5297,9012
1789,11,17,H,1.0126,14.1,133.9,0.5504,9013
1790,4,14,Pe,0.0287,71.4,-132.1,1.5487,9014
1790,5,14,P,0.384,-69.4,140.9,-1.3374,9015
1790,10,8,P,0.2287,-71.7,-61.3,-1.4122,9016
1790,11,6,P,0.6245,70.1,-55.8,1.2044,9017
1791,4,3,A,0.9394,57.1,-39.5,0.8236,9018
1791,9,27,T,1.0206,-47.6,162.4,-0.7492,9019
1792,3,22,A,0.9905,4.5,-88.7,0.0618,9020
1792,9,16,A,0.9739,1.3,39.9,-0.0191,9021
1793,3,12,T,1.0359,-41.7,107.8,-0.6524,9022
1793,9,5,A,0.937,51.7,23.0,0.7407,9023
1794,1,31,P,0.368,69.8,-26.0,1.3407,9024
1794,3,1,P,0.4136,-71.6,-32.9,-1.3155,9025
1794,7,26,P,0.3599,-69.1,-178.0,-1.3496,9026
1794,8,25,P,0.1709,71.3,121.9,1.4616,9027
1795,1,21,A,0.9837,24.8,170.3,0.7055,9028
1795,7,16,T,1.0327,-10.4,63.8,-0.5274,9029
1796,1,10,A,0.9362,-21.1,88.3,0.0179,9030
1796,7,4,T,1.0764,36.8,-164.6,0.2385,9031
1796,12,29,A,0.9136,-65.5,88.6,-0.6703,9032
1797,6,24,T,1.057,77.2,133.9,0.978,9033
1797,12,18,P,0.4142,-65.6,-79.0,-1.3208,9034
1798,5,15,A,0.9832,-38.6,-101.6,-0.8744,9035
1798,11,8,T,1.0237,35.1,172.5,0.827,9036
1799,5,5,A,0.9476,9.3,178.9,-0.131,9037
1799,10,28,T,1.0566,-6.7,-81.3,0.1274,9038
1800,4,24,A,0.9417,45.7,151.3,0.6125,9039
1800,10,18,T,1.0293,-40.3,23.2,-0.5787,9040
1801,3,14,P,0.1873,-61.2,40.6,-1.4434,9041
1801,4,13,P,0.4208,61.3,11.7,1.3152,9042
1801,9,8,P,0.1614,61.1,-168.5,1.4657,9043
1801,10,7,P,0.3505,-61.2,141.3,-1.3552,9044
1802,3,4,T,1.0428,-44.0,131.5,-0.6943,9045
1802,8,28,A,0.9367,51.3,105.7,0.7569,9046
1803,2,21,T,1.0492,-11.1,-135.9,-0.0075,9047
1803,8,17,A,0.9657,13.6,54.7,-0.0048,9048
1804,2,11,H,1.0,26.7,-4.5,0.7053,9049
1804,8,5,T,1.0144,-29.3,-77.1,-0.7622,9050
1805,1,1,P,0.0642,-65.0,-42.1,-1.5315,9051
1805,1,30,P,0.1675,62.7,-152.8,1.4651,9052
1805,6,26,P,0.9357,65.5,-9.9,1.0462,9053
1805,7,26,Pb,0.1405,-63.2,42.8,-1.4571,9054
1805,12,21,A,0.9134,-83.1,-143.8,-0.8751,9055
1806,6,16,T,1.0604,42.2,-64.6,0.3204,9056
1806,12,10,A,0.9591,-32.4,143.4,-0.1627,9057
1807,6,6,H,1.0055,-4.7,100.4,-0.4577,9058
1807,11,29,H,1.0135,11.1,3.9,0.5377,9059
1808,5,25,P,0.5064,-68.4,27.8,-1.2665,9060
1808,10,19,P,0.1687,-71.3,160.8,-1.4443,9061
1808,11,18,P,0.6564,69.2,162.6,1.1874,9062
1809,4,14,A,0.9429,65.8,-157.3,0.8742,9063
1809,10,9,T,1.0137,-55.1,38.4,-0.7905,9064
1810,4,4,A,0.9967,11.1,153.8,0.1031,9065
1810,9,28,A,0.9681,-5.8,-72.8,-0.0696,9066
1811,3,24,T,1.0416,-35.2,-18.0,-0.619,9067
1811,9,17,A,0.9345,43.0,-85.9,0.6798,9068
1812,2,12,P,0.3422,70.7,-168.8,1.3545,9069
1812,3,13,P,0.4594,-71.9,-173.3,-1.2913,9070
1812,8,7,P,0.2343,-70.0,67.0,-1.4205,9071
1812,9,5,P,0.2874,71.8,4.5,1.3939,9072
1813,2,1,A,0.982,27.9,40.4,0.7152,9073
1813,7,27,T,1.0341,-17.4,-47.4,-0.6006,9074
1814,1,21,A,0.935,-18.6,-33.4,0.0253,9075
1814,7,17,T,1.0774,30.9,84.7,0.1641,9076
1815,1,10,A,0.9143,-63.7,-23.6,-0.6626,9077
1815,7,6,T,1.0593,88.1,-162.7,0.9062,9078
1815,12,30,P,0.4273,-66.7,146.4,-1.3129,9079
1816,5,27,A,0.9791,-48.0,153.5,-0.9492,9080
1816,11,19,T,1.0233,35.0,41.5,0.8408,9081
1817,5,16,A,0.9483,7.9,78.5,-0.2049,9082
1817,11,9,T,1.0536,-8.9,150.9,0.1487,9083
1818,5,5,A,0.9464,45.8,52.5,0.544,9084
1818,10,29,T,1.0241,-43.1,-99.4,-0.5524,9085
1819,3,25,P,0.1329,-61.2,-87.9,-1.4722,9086
1819,4,24,P,0.5225,61.7,-108.0,1.2579,9087
1819,9,19,Pe,0.0595,61.0,75.6,1.5258,9088
1819,10,19,P,0.4085,-61.5,16.4,-1.3226,9089
1820,3,14,T,1.0467,-41.5,5.7,-0.7199,9090
1820,9,7,A,0.9329,51.6,8.7,0.8251,9091
1821,3,4,T,1.0506,-8.0,96.3,-0.0284,9092
1821,8,27,A,0.9661,13.6,-47.8,0.0671,9093
1822,2,21,A,0.9996,28.6,-132.3,0.6914,9094
1822,8,16,T,1.0173,-26.1,173.5,-0.6904,9095
1823,1,12,P,0.0484,-64.0,-173.0,-1.5413,9096
1823,2,11,P,0.1856,62.0,76.7,1.4546,9097
1823,7,8,P,0.7958,64.6,-132.0,1.1182,9098
1823,8,6,P,0.2753,-62.5,-79.3,-1.3871,9099
1824,1,1,A,0.9139,-79.9,116.2,-0.8821,9100
1824,6,26,T,1.0578,46.6,-171.4,0.396,9101
1824,12,20,Am,0.961,-33.3,20.4,-0.1685,9102
1825,6,16,H,1.0036,1.0,-6.0,-0.3812,9103
1825,12,9,H2,1.0148,9.2,-127.4,0.5296,9104
1826,6,5,P,0.6407,-67.4,-82.5,-1.1887,9105
1826,10,31,P,0.1222,-70.6,21.2,-1.4696,9106
1826,11,29,P,0.677,68.2,19.9,1.1764,9107
1827,4,26,A,0.9458,74.8,73.4,0.9316,9108
1827,10,20,H,1.007,-62.3,-87.6,-0.8251,9109
1828,4,14,Hm,1.0029,17.9,37.7,0.1498,9110
1828,10,9,A,0.9623,-12.5,173.0,-0.1139,9111
1829,4,3,T,1.0474,-28.5,-142.6,-0.5803,9112
1829,9,28,A,0.9317,34.9,164.3,0.6243,9113
1830,2,23,P,0.31,71.3,49.0,1.3716,9114
1830,3,24,P,0.5148,-72.0,47.7,-1.2622,9115
1830,8,18,P,0.1171,-70.7,-50.2,-1.4866,9116
1830,9,17,P,0.393,72.1,-115.6,1.3325,9117
1831,2,12,A,0.9807,31.9,-88.3,0.7288,9118
1831,8,7,T,1.0349,-24.9,-160.9,-0.6691,9119
1832,2,1,A,0.9344,-15.3,-154.4,0.0355,9120
1832,7,27,T,1.0776,24.5,-27.9,0.0919,9121
1833,1,20,A,0.9155,-60.6,-137.4,-0.653,9122
1833,7,17,T,1.0591,77.5,92.5,0.8348,9123
1834,1,9,P,0.4418,-67.8,11.3,-1.3043,9124
1834,6,7,P,0.9295,-64.6,55.4,-1.0291,9125
1834,11,30,T,1.0233,34.9,-91.6,0.8498,9126
1835,5,27,A,0.9486,5.3,-20.2,-0.2846,9127
1835,11,20,T,1.051,-10.7,21.6,0.1649,9128
1836,5,15,A,0.9509,45.1,-44.4,0.47,9129
1836,11,9,T,1.0191,-46.1,136.8,-0.5327,9130
1837,4,5,Pe,0.0651,-61.3,145.6,-1.5081,9131
1837,5,4,P,0.6381,62.3,133.9,1.1934,9132
1837,10,29,P,0.4542,-61.9,-110.5,-1.2967,9133
1838,3,25,T,1.0505,-39.7,-118.3,-0.7525,9134
1838,9,18,A,0.9289,52.4,-90.6,0.8868,9135
1839,3,15,T,1.052,-5.1,-29.5,-0.0558,9136
1839,9,7,Am,0.9661,12.8,-152.7,0.1325,9137
1840,3,4,A,0.9995,30.6,101.7,0.6728,9138
1840,8,27,T,1.0195,-24.3,62.9,-0.6223,9139
1841,1,22,P,0.0316,-63.1,56.6,-1.5516,9140
1841,2,21,P,0.2095,61.5,-52.4,1.4406,9141
1841,7,18,P,0.6556,63.7,106.2,1.1903,9142
1841,8,16,P,0.4059,-61.9,158.0,-1.3193,9143
1842,1,11,A,0.9151,-75.8,1.4,-0.8882,9144
1842,7,8,T,1.0543,50.1,83.6,0.4727,9145
1842,12,31,A,0.9634,-33.1,-103.2,-0.1727,9146
1843,6,27,H,1.0011,5.9,-111.0,-0.3037,9147
1843,12,21,T,1.0165,8.0,101.0,0.5227,9148
1844,6,16,P,0.7778,-66.4,168.3,-1.1092,9149
1844,11,10,P,0.0847,-69.8,-119.3,-1.4902,9150
1844,12,9,P,0.6924,67.1,-123.0,1.1682,9151
1845,5,6,An,0.9462,73.4,-110.6,0.9945,9152
1845,10,30,H,1.0005,-69.1,144.5,-0.8538,9153
1846,4,25,H,1.0088,24.8,-76.2,0.2038,9154
1846,10,20,A,0.9567,-18.7,57.3,-0.1506,9155
1847,4,15,T,1.053,-21.6,95.0,-0.5339,9156
1847,10,9,A,0.929,27.7,52.8,0.5774,9157
1848,3,5,P,0.2662,71.8,-91.7,1.395,9158
1848,4,3,P,0.5834,-71.8,-89.0,-1.2264,9159
1848,8,28,Pe,0.009,-71.3,-169.6,-1.5475,9160
1848,9,27,P,0.4875,72.2,121.9,1.2774,9161
1849,2,23,A,0.9796,36.7,144.3,0.7475,9162
1849,8,18,T,1.0349,-32.9,83.5,-0.7343,9163
1850,2,12,A,0.9345,-11.0,85.6,0.0503,9164
1850,8,7,T,1.0769,17.7,-141.8,0.0215,9165
1851,2,1,A,0.9175,-56.4,106.9,-0.6413,9166
1851,7,28,T,1.0577,68.0,-19.6,0.7644,9167
1852,1,21,P,0.4577,-68.9,-124.3,-1.2948,9168
1852,6,17,P,0.7828,-65.6,-57.3,-1.1111,9169
1852,12,11,T,1.0237,35.2,133.9,0.8551,9170
1853,6,6,A,0.9486,1.5,-117.9,-0.3686,9171
1853,11,30,T,1.0485,-12.0,-109.0,0.1763,9172
1854,5,26,A,0.9551,43.3,-140.1,0.3918,9173
1854,11,20,H3,1.0144,-48.9,12.7,-0.5179,9174
1855,5,16,P,0.7624,62.9,16.6,1.1249,9175
1855,11,9,P,0.4892,-62.5,121.0,-1.2767,9176
1856,4,5,T,1.0539,-39.1,119.2,-0.7906,9177
1856,9,29,A,0.9246,54.3,169.1,0.942,9178
1857,3,25,T,1.0534,-2.4,-153.4,-0.0892,9179
1857,9,18,A,0.9659,11.6,100.0,0.1912,9180
1858,3,15,A,0.9996,32.7,-20.9,0.6461,9181
1858,9,7,T,1.021,-23.9,-49.8,-0.5609,9182
1859,2,3,Pe,0.0077,-62.4,-72.1,-1.5659,9183
1859,3,4,P,0.2461,61.2,-178.8,1.4192,9184
1859,7,29,P,0.5205,63.0,-16.0,1.2598,9185
1859,8,28,P,0.5261,-61.5,33.7,-1.2569,9186
1860,1,23,A,0.9168,-71.8,-117.2,-0.8969,9187
1860,7,18,T,1.05,52.5,-20.3,0.5487,9188
1861,1,11,A,0.9664,-31.8,132.7,-0.1766,9189
1861,7,8,A,0.9979,10.0,145.8,-0.2231,9190
1861,12,31,T,1.0186,7.8,-31.6,0.5187,9191
1862,6,27,P,0.9222,-65.4,60.8,-1.0252,9192
1862,11,21,P,0.058,-68.8,99.1,-1.5052,9193
1862,12,21,P,0.7016,66.0,93.6,1.1633,9194
1863,5,17,P,0.8606,69.2,126.8,1.0627,9195
1863,11,11,A,0.9943,-75.4,15.1,-0.876,9196
1864,5,6,H,1.0146,31.6,171.5,0.2622,9197
1864,10,30,A,0.9514,-24.3,-59.3,-0.1816,9198
1865,4,25,T,1.0584,-14.8,-25.8,-0.4826,9199
1865,10,19,A,0.9263,21.3,-60.2,0.5366,9200
1866,3,16,P,0.2114,72.0,129.2,1.4241,9201
1866,4,15,P,0.6637,-71.4,136.6,-1.1846,9202
1866,10,8,P,0.5693,71.9,-3.0,1.2296,9203
1867,3,6,A,0.9787,42.3,18.4,0.7716,9204
1867,8,29,T,1.0344,-41.1,-34.9,-0.794,9205
1868,2,23,A,0.9348,-6.1,-33.0,0.0706,9206
1868,8,18,Tm,1.0756,10.6,102.2,-0.0443,9207
1869,2,11,A,0.9201,-51.3,-9.7,-0.6251,9208
1869,8,7,T,1.0551,59.1,-133.2,0.696,9209
1870,1,31,P,0.4781,-69.9,100.0,-1.2829,9210
1870,6,28,P,0.6335,-66.6,-169.4,-1.1949,9211
1870,7,28,Pb,0.0742,69.2,170.9,1.5044,9212
1870,12,22,T,1.0248,35.7,-1.5,0.8585,9213
1871,6,18,A,0.9481,-3.5,144.7,-0.455,9214
1871,12,12,T,1.0465,-12.7,119.4,0.1836,9215
1872,6,6,A,0.959,40.5,124.8,0.3095,9216
1872,11,30,H,1.0099,-51.2,-111.8,-0.5081,9217
1873,5,26,P,0.8971,63.7,-99.6,1.0513,9218
1873,11,20,P,0.5138,-63.2,-9.5,-1.2625,9219
1874,4,16,T,1.0569,-39.9,-0.9,-0.8364,9220
1874,10,10,An,0.9193,58.6,72.0,0.9889,9221
1875,4,6,T,1.0547,-0.2,84.8,-0.1292,9222
1875,9,29,A,0.9656,10.0,-10.1,0.2427,9223
1876,3,25,A,0.9999,34.8,-141.1,0.6142,9224
1876,9,17,T,1.022,-24.6,-164.5,-0.5054,9225
1877,3,15,P,0.2917,61.0,56.7,1.3924,9226
1877,8,9,P,0.3889,62.3,-138.6,1.3277,9227
1877,9,7,P,0.6382,-61.2,-91.8,-1.1985,9228
1878,2,2,A,0.9191,-67.9,122.4,-0.9071,9229
1878,7,29,T,1.045,53.8,-124.0,0.6232,9230
1879,1,22,A,0.97,-29.8,8.5,-0.1824,9231
1879,7,19,Am,0.9942,13.0,42.9,-0.1439,9232
1880,1,11,T,1.0212,8.3,-164.1,0.5136,9233
1880,7,7,A,0.9441,-46.4,-33.4,-0.9406,9234
1880,12,2,P,0.0369,-67.8,-42.9,-1.5172,9235
1880,12,31,P,0.7096,65.0,-49.5,1.1591,9236
1881,5,27,P,0.737,68.2,13.3,1.1345,9237
1881,11,21,A,0.9887,-81.2,-114.5,-0.8931,9238
1882,5,17,T,1.02,38.4,61.6,0.3269,9239
1882,11,10,A,0.9465,-29.2,-177.0,-0.2056,9240
1883,5,6,T,1.0634,-8.1,-144.6,-0.425,9241
1883,10,30,A,0.9238,15.6,-174.9,0.503,9242
1884,3,27,P,0.1436,72.0,-7.7,1.4602,9243
1884,4,25,P,0.7563,-70.7,4.6,-1.1365,9244
1884,10,19,P,0.6385,71.5,-130.2,1.1892,9245
1885,3,16,A,0.9778,48.9,-106.1,0.803,9246
1885,9,8,T,1.0332,-49.6,-156.5,-0.8489,9247
1886,3,5,A,0.9357,-0.5,-150.1,0.097,9248
1886,8,29,T,1.0735,3.5,-15.3,-0.1059,9249
1887,2,22,A,0.9232,-45.7,-126.5,-0.604,9250
1887,8,19,T,1.0518,50.6,111.9,0.6312,9251
1888,2,11,P,0.5029,-70.7,-35.7,-1.2684,9252
1888,7,9,P,0.4832,-67.6,78.8,-1.2797,9253
1888,8,7,P,0.1983,70.1,53.0,1.4369,9254
1889,1,1,T,1.0262,36.7,-137.6,0.8603,9255
1889,6,28,A,0.9471,-9.6,47.3,-0.5431,9256
1889,12,22,T,1.0449,-12.7,-12.8,0.1888,9257
1890,6,17,A,0.9625,36.5,29.3,0.2246,9258
1890,12,12,H,1.0059,-52.8,123.9,-0.5016,9259
1891,6,6,A,0.9981,74.5,163.8,0.9754,9260
1891,12,1,P,0.5326,-64.1,-140.9,-1.2515,9261
1892,4,26,T,1.0591,-42.5,-119.4,-0.887,9262
1892,10,20,P,0.9054,61.4,-33.3,1.0286,9263
1893,4,16,T,1.0556,1.3,-34.6,-0.1764,9264
1893,10,9,A,0.9652,8.1,-123.0,0.2866,9265
1894,4,6,H,1.0001,36.7,102.4,0.574,9266
1894,9,29,T,1.0226,-26.1,78.5,-0.4573,9267
1895,3,26,P,0.3531,61.0,-64.8,1.3565,9268
1895,8,20,P,0.2665,61.8,97.7,1.3911,9269
1895,9,18,P,0.7369,-61.0,140.7,-1.1469,9270
1896,2,13,A,0.9218,-64.6,3.5,-0.922,9271
1896,8,9,T,1.0392,54.4,132.2,0.6964,9272
1897,2,1,A,0.9742,-27.1,-115.7,-0.1903,9273
1897,7,29,A,0.9899,15.3,-59.0,-0.064,9274
1898,1,22,T,1.0244,9.5,63.6,0.5079,9275
1898,7,18,A,0.945,-35.7,-130.1,-0.8546,9276
1898,12,13,P,0.0231,-66.8,174.5,-1.5253,9277
1899,1,11,P,0.7158,64.0,167.5,1.1558,9278
1899,6,8,P,0.6076,67.2,-98.9,1.2089,9279
1899,12,3,A,0.9836,-86.6,121.5,-0.9061,9280
1900,5,28,T,1.0249,44.8,-46.5,0.3943,9281
1900,11,22,A,0.9421,-33.1,64.8,-0.2245,9282
1901,5,18,T,1.068,-1.7,98.4,-0.3626,9283
1901,11,11,A,0.9216,10.8,68.9,0.4758,9284
1902,4,8,Pe,0.0643,71.7,-142.4,1.5024,9285
1902,5,7,P,0.8593,-70.0,-125.1,-1.0831,9286
1902,10,31,P,0.696,70.8,100.8,1.1556,9287
1903,3,29,A,0.9767,56.2,130.3,0.8413,9288
1903,9,21,T,1.0316,-58.0,77.2,-0.8967,9289
1904,3,17,A,0.9367,5.6,94.7,0.1299,9290
1904,9,9,T,1.0709,-3.7,-134.5,-0.1625,9291
1905,3,6,A,0.9269,-39.5,117.4,-0.5768,9292
1905,8,30,T,1.0477,42.5,-4.3,0.5708,9293
1906,2,23,P,0.5386,-71.4,-170.3,-1.2479,9294
1906,7,21,P,0.3355,-68.6,-33.3,-1.3637,9295
1906,8,20,P,0.3147,70.8,-66.4,1.3731,9296
1907,1,14,T,1.0281,38.3,86.4,0.8628,9297
1907,7,10,A,0.9456,-16.9,-50.9,-0.6313,9298
1908,1,3,T,1.0437,-11.8,-145.1,0.1934,9299
1908,6,28,A,0.9655,31.4,-67.2,0.1389,9300
1908,12,23,H,1.0024,-53.4,-0.5,-0.4985,9301
1909,6,17,H,1.0065,82.9,123.6,0.8957,9302
1909,12,12,P,0.5424,-65.0,86.0,-1.2456,9303
1910,5,9,T,1.06,-48.2,125.2,-0.9437,9304
1910,11,2,P,0.8515,61.9,-155.1,1.0603,9305
1911,4,28,T,1.0562,1.9,-151.9,-0.2294,9306
1911,10,22,A,0.965,6.3,121.4,0.3224,9307
1912,4,17,H,1.0003,38.4,-11.3,0.528,9308
1912,10,10,T,1.0229,-28.1,-40.1,-0.4149,9309
1913,4,6,P,0.4244,61.2,175.7,1.3147,9310
1913,8,31,P,0.1513,61.5,-26.8,1.4512,9311
1913,9,30,P,0.8252,-61.0,11.6,-1.1005,9312
1914,2,25,A,0.9248,-62.1,-113.3,-0.9416,9313
1914,8,21,T,1.0328,54.5,27.1,0.7655,9314
1915,2,14,A,0.9789,-24.0,120.7,-0.2024,9315
1915,8,10,A,0.9853,16.4,-161.4,0.0124,9316
1916,2,3,T,1.028,11.1,-67.7,0.4987,9317
1916,7,30,A,0.9447,-29.0,132.4,-0.7709,9318
1916,12,24,P,0.0114,-65.7,32.1,-1.5321,9319
1917,1,23,P,0.7254,63.2,25.6,1.1508,9320
1917,6,19,P,0.4729,66.2,150.1,1.2857,9321
1917,7,19,Pb,0.0863,-63.7,101.8,-1.5101,9322
1917,12,14,A,0.9791,-88.0,124.7,-0.9157,9323
1918,6,8,T,1.0292,50.9,-152.0,0.4658,9324
1918,12,3,A,0.9383,-36.1,-53.7,-0.2387,9325
1919,5,29,T,1.0719,4.4,-16.7,-0.2955,9326
1919,11,22,A,0.9198,6.9,-48.9,0.4549,9327
1920,5,18,P,0.9734,-69.1,107.7,-1.0239,9328
1920,11,10,P,0.742,69.9,-29.8,1.1287,9329
1921,4,8,A,0.9753,64.5,5.6,0.8869,9330
1921,10,1,T,1.0293,-66.1,-56.1,-0.9383,9331
1922,3,28,A,0.9381,12.3,-18.0,0.1711,9332
1922,9,21,T,1.0678,-10.7,104.5,-0.213,9333
1923,3,17,A,0.931,-33.0,2.4,-0.5438,9334
1923,9,10,T,1.043,34.7,-121.8,0.5149,9335
1924,3,5,P,0.5819,-71.9,55.6,-1.2232,9336
1924,7,31,P,0.192,-69.6,-146.0,-1.4459,9337
1924,8,30,P,0.4245,71.5,172.9,1.3123,9338
1925,1,24,T,1.0304,40.5,-49.6,0.8661,9339
1925,7,20,A,0.9436,-25.3,-150.0,-0.7193,9340
1926,1,14,T,1.043,-10.1,82.3,0.1973,9341
1926,7,9,A,0.968,25.6,-165.1,0.0538,9342
1927,1,3,A,0.9995,-52.8,-124.8,-0.4956,9343
1927,6,29,T,1.0128,78.1,73.8,0.8163,9344
1927,12,24,P,0.549,-66.1,-47.7,-1.2416,9345
1928,6,17,Pb,0.0375,65.6,70.6,1.5107,9347
1928,11,12,P,0.8078,62.6,81.1,1.0861,9348
1929,5,9,T,1.0562,1.6,92.7,-0.2887,9349
1929,11,1,A,0.9649,4.5,3.1,0.3514,9350
1930,4,28,H,1.0003,39.4,-121.2,0.473,9351
1930,10,21,T,1.023,-30.5,-161.1,-0.3804,9352
1931,4,18,P,0.5107,61.5,58.9,1.2643,9353
1931,9,12,Pe,0.0471,61.2,-152.8,1.506,9354
1931,10,11,P,0.9005,-61.2,-119.5,-1.0607,9355
1932,3,7,A,0.9277,-60.7,134.4,-0.9673,9356
1932,8,31,T,1.0257,54.5,-79.5,0.8307,9357
1933,2,24,A,0.9841,-20.8,-2.1,-0.2191,9358
1933,8,21,A,0.9801,16.9,95.9,0.0869,9359
1934,2,14,T,1.0321,13.2,161.7,0.4868,9360
1934,8,10,A,0.9436,-24.5,34.6,-0.689,9361
1935,1,5,Pe,0.0013,-64.7,-110.2,-1.5381,9362
1935,2,3,P,0.739,62.5,-115.4,1.1438,9363
1935,6,30,P,0.3375,65.2,39.1,1.3623,9364
1935,7,30,P,0.2315,-62.9,-5.9,-1.4259,9365
1935,12,25,A,0.9752,-83.5,9.4,-0.9228,9366
1936,6,19,T,1.0329,56.1,104.7,0.5389,9367
1936,12,13,A,0.9349,-37.8,-172.6,-0.2493,9368
1937,6,8,T,1.0751,9.9,-130.5,-0.2253,9369
1937,12,2,A,0.9184,4.0,-167.8,0.4389,9370
1938,5,29,T,1.0552,-52.7,-22.0,-0.9607,9371
1938,11,21,P,0.7781,68.9,-162.0,1.1077,9372
1939,4,19,A,0.9731,73.1,-129.1,0.9388,9373
1939,10,12,T,1.0266,-72.8,155.1,-0.9737,9374
1940,4,7,A,0.9394,19.2,-128.5,0.219,9375
1940,10,1,T,1.0645,-17.5,-18.2,-0.2573,9376
1941,3,27,A,0.9355,-26.2,-110.9,-0.5025,9377
1941,9,21,T,1.0379,27.3,119.1,0.4649,9378
1942,3,16,P,0.6393,-72.2,-76.8,-1.1908,9379
1942,8,12,Pe,0.0561,-70.4,99.9,-1.5244,9380
1942,9,10,P,0.523,71.9,50.0,1.2571,9381
1943,2,4,T,1.0331,43.6,175.1,0.8734,9382
1943,8,1,A,0.9409,-34.8,108.6,-0.8041,9383
1944,1,25,T,1.0428,-7.6,-50.2,0.2025,9384
1944,7,20,A,0.97,19.0,95.7,-0.0314,9385
1945,1,14,A,0.997,-51.1,110.3,-0.4937,9386
1945,7,9,T,1.018,70.0,-17.2,0.7356,9387
1946,1,3,P,0.5529,-67.1,177.6,-1.2392,9388
1946,5,30,P,0.8865,-64.1,-101.0,-1.0711,9389
1946,6,29,P,0.1802,66.6,-50.8,1.4361,9390
1946,11,23,P,0.7758,63.4,-45.3,1.105,9391
1947,5,20,T,1.0557,0.2,-21.4,-0.3528,9392
1947,11,12,A,0.965,3.0,-117.4,0.3743,9393
1948,5,9,A,0.9999,39.8,131.2,0.4133,9394
1948,11,1,T,1.0231,-33.1,76.2,-0.3517,9395
1949,4,28,P,0.6092,61.9,-55.7,1.2068,9396
1949,10,21,P,0.9638,-61.5,107.5,-1.027,9397
1950,9,12,T,1.0182,54.8,172.3,0.8903,9399
1951,3,7,A,0.9896,-17.7,-123.5,-0.242,9400
1951,9,1,A,0.9747,16.5,-8.5,0.1557,9401
1952,2,25,T,1.0366,15.6,32.7,0.4697,9402
1952,8,20,A,0.942,-21.7,-64.1,-0.6102,9403
1953,2,14,P,0.7596,61.9,104.9,1.1331,9404
1953,7,11,P,0.2015,64.3,-71.7,1.4388,9405
1953,8,9,P,0.3729,-62.2,-114.7,-1.344,9406
1954,1,5,A,0.972,-79.1,-120.8,-0.9296,9407
1954,6,30,T,1.0357,60.5,4.2,0.6135,9408
1954,12,25,A,0.9323,-38.4,68.2,-0.2576,9409
1955,6,20,T,1.0776,14.8,117.0,-0.1528,9410
1955,12,14,A,0.9176,2.1,72.2,0.4266,9411
1956,6,8,T,1.0581,-40.8,-140.7,-0.8934,9412
1956,12,2,P,0.8047,67.9,64.6,1.0923,9413
1958,4,19,A,0.9408,26.5,123.6,0.275,9416
1958,10,12,T,1.0608,-24.0,-142.4,-0.2951,9417
1959,4,8,A,0.9401,-19.1,137.6,-0.4546,9418
1959,10,2,T,1.0325,20.4,-1.4,0.4207,9419
1960,3,27,P,0.7058,-72.1,151.9,-1.1537,9420
1960,9,20,P,0.6139,72.1,-74.1,1.2057,9421
1961,2,15,T,1.036,47.4,40.0,0.883,9422
1961,8,11,A,0.9375,-45.8,4.0,-0.8859,9423
1962,2,5,T,1.043,-4.2,178.1,0.2107,9424
1962,7,31,Am,0.9716,12.0,-5.7,-0.113,9425
1963,1,25,A,0.9951,-48.2,-15.0,-0.4898,9426
1963,7,20,T,1.0224,61.7,-119.6,0.6571,9427
1964,1,14,P,0.5591,-68.2,43.1,-1.2354,9428
1964,6,10,P,0.7545,-65.0,135.9,-1.1393,9429
1964,7,9,P,0.3221,67.6,-172.9,1.3623,9430
1964,12,4,P,0.7518,64.3,-173.3,1.1193,9431
1965,5,30,T,1.0544,-2.5,-133.8,-0.4225,9432
1965,11,23,A,0.9656,1.7,119.8,0.3906,9433
1966,5,20,A,0.9991,39.2,26.4,0.3467,9434
1966,11,12,T,1.0234,-35.6,-48.2,-0.33,9435
1967,5,9,P,0.7201,62.5,-168.1,1.1422,9436
1968,3,28,P,0.899,-61.0,-79.8,-1.037,9438
1968,9,22,T,1.0099,56.2,64.0,0.9451,9439
1969,3,18,A,0.9954,-14.8,116.3,-0.2704,9440
